all-important, low-skilled: 0
retarded, several: 0.035293439202
prominent, relatively: 0.488662055918
accuracy, dope: 0.839670897666
however, interest: 0.664004165823
reduction, time-sensitive: 0.0
unrealistic, yet: 0.746300303476
insufficient, rogue: 0.921535526431
unnerving, witty: 1.63652276594
bolder, busy: 0.504195789231
simplified, unbecoming: -0.846524108612
depressed, prominent: 0.444928172668
hunger, require: 0.230118879449
advertised, spent: 0.662135239622
wider, wondrous: 0.423168072254
regrettably, secondly: 1.54381465208
enhanced, useless: 0.646415273523
consideration, wide-open: 0.0
defenseless, sore: 1.72077386654
dispute, integrating: 0.131025832309
alone, well-served: 0.0
advantageous, dim: 0.538076199368
all-round, well-developed: 0
losin, past: -0.169597839869
alarmed, unitary: 1.06115392223
fruitless, overjoyed: 1.59643503765
sincerely, smug: 1.72407007988
ominous, sounder: 1.79561794233
delicate, teeny: 2.09992707124
deep, demanding: 0.333068840807
pertinent, subject: 1.85997523846
america, odd: 0.209910393397
solemn, troubling: 1.6633656024
donkey, indian: 1.25961330753
delusional, unambiguous: 1.29079593418
pre-established, relatively: 0.0
lovable, wide: -0.107322157121
sacred, shortly: 0.410586013328
discriminate, muscovite: 0.754189933093
loaded, next: 0.377711225168
designated, underpaid: -0.063685395164
stellar, trippy: 1.28554914181
concluded, unexpected: 0.222714838768
henry, motherfucker: 2.22691372217
academic, sore: 0.3061989723
vice-chair, whar: 0
developed, do: 0.292705469074
cost-efficient, invested: 0.0
articulated, stern: 1.00333008322
gotta, soon: 0.748497137606
involved, standard: 0.385475208027
better-educated, outdated: 0.0
-, steadfast: 0.0
almost, vice-chairman: 0.0
back, disgraceful: 0.47217542457
sentimental, yes: 1.08817286993
educational, shameful: 1.13059771971
crazy, hopeful: 0.6926303138
settled, urgent: -0.081661431092
destructive, foolish: 2.61192388416
indiscreet, intermediate: -0.303283789504
harsh, hearty: 1.89371881759
elsewhere, ruined: 0.500942273915
financed, stranger: 0.509629935914
hope, undecided: 1.13593563868
ancient, subject: 0.309379219175
functionally, vain: -0.429342937517
scrumptious, tenable: 0.976596517025
exemplary, unscathed: 0.788405320141
notable, peculiar: 2.35637277451
regretful, watchful: 1.54232695229
longitude, unwelcome: 0.243031580558
puny, variable: 1.1604162414
own, wholly: 1.30324024264
abrasive, stifling: 1.45130088656
self-contained, unlucky: 0.0
sicker, wacko: 1.64829778723
daft, refined: 0.971125932311
responsable, well-placed: 0.0
depressing, horrifying: 4.20136729188
dormant, migratory: 1.62984078554
distinct, ju: 0.357721035973
distributed, stillborn: 0.513579458706
elected, tacky: -0.16480982714
delicious, impenetrable: 1.34851835567
inter-related, recently: 0.0
capable, routine: 0.574768625469
abolished, vain: 1.29840556873
jolly, lowest: -0.324117806583
stipulated, worded: 1.72906676051
left, neglected: 1.16603312115
flattering, leaner: 2.15879975219
mean, uncomplicated: 0.4469611939
blended, launching: 0.65989650421
lifelong, logical: 1.20454963465
capable, insecure: 1.58776366048
feisty, stellar: 1.89960851534
blurred, diverse: 1.13251021905
interdependent, repelling: -0.071859636577
dumb, quiet: 1.23366958728
abusive, increased: 0.365695604673
inestimable, infallible: 2.84599476967
expedited, ill-defined: 0.0
cynical, sincere: 3.64570338382
ephemeral, likable: 1.33677297393
long-term, perplexing: 0.0
full, maintained: 0.623185362658
referenced, ripe: 0.47770975234
living, mere: 0.59122565113
self-explanatory, swift: 0.0
pleasant, steady: 1.92295579925
grieved, simplistic: 0.54030312868
bad, humiliating: 2.2813817873
lost, slightly: 0.574039502799
bad-looking, rank: 0.0
public, school: 1.32505762724
goal, impeccable: 0.209173312915
overflowing, snarky: 1.18224529361
pleasing, warned: 0.252913937003
fuzzy, nineteen: 0.044338459239
economic, freest: 2.08940961523
else, inequitable: 0.940034203465
applied, first-hand: 0.0
organized, yourself: 0.260216361461
pissed, representative: 0.757636794982
heterogeneous, unrealistic: 1.22209324279
15-year-old, black: 0.0
displaced, lye: 0.430847732311
infallible, mid-sized: 0.0
doin, symbolic: 0.169381997376
antagonistic, enrolled: 0.739918363686
fools, well-off: 0.0
near, practical: -0.062928072175
circumspect, mama: 0.217805113081
notorious, wack: 1.74963864848
delicious, few: 0.404696423287
confidential, startled: -0.422714029604
go, light: 0.33192509459
fast-growing, motivation: 0.0
appalling, unresolved: 1.09694863437
do, perfectly: 0.946210809935
intentional, pitiful: 1.14312460054
all-embracing, generous: 0.0
acknowledging, crucial: 0.375470515093
superfluous, unrelated: 2.23035637893
prevalent, vocational: 0.151936679467
co-dependent, mere: 0.0
ensuring, handling: 1.5713398472
dopey, due: -0.087788184778
happier, terminated: 1.3929907065
catastrophic, updated: 0.388942457913
co-operate, flaccid: 0.0
met, powerful: -0.098451252959
soaring, start: 0.163142838666
one-sided, reaching: 0.0
submitted, yourself: -0.383561111188
lacklustre, stale: 0.0
undesirable, well-written: 0.0
selfevident, unwelcome: 0.0
classified, flawed: 1.25863709713
monthly, sicker: 1.16418970285
marketed, required: 0.791697376864
scared, unlocked: 1.54619238028
jealous, seductive: 2.53111307038
effective, regrettable: 1.01533619717
monstrous, princess: 1.15908686073
this, treatable: 0.471227819125
drunken, n'tunderstand: 0.0
irrational, slimmer: -0.535925167417
blessed, testy: 1.04415872139
fucking, nineteen: 1.57891086851
disposal, properly: 1.21642487485
certainly, egregious: 1.40969176812
fatter, first-hand: 0.0
abolished, mad: 1.41073628446
mixed, preferential: 0.531364478683
some, well-maintained: 0.0
humble, long-range: 0.0
inconvenient, outdated: 3.35528428729
fella, honored: -0.142339448654
abolitionist, brave: 1.40321387165
blurred, generic: 1.81279273586
critical, short: 1.05429080096
secondary, them: 0.645822351042
unforgiving, well-formed: 0.0
irreconcilable, well-known: 0.0
infamous, messy: 1.58047069163
drier, thorough: 0.428640985781
awful, of: 0.0
complete, shot: -0.184710223538
right-, wide-open: 0
focused, gruesome: 0.276306329335
astonishing, promptly: 0.707079687623
compact, filthy: 1.0104988801
need-to-know, tailor-made: 0
insincere, monumental: 0.46672413194
affluent, pivotal: 0.070390517776
adjacent, restricted: 1.1686966592
conspicuous, hard-pressed: 0.0
'sgoing, well-organized: 0
complementary, expedient: 1.32307197552
constructed, nineteen: 0.702004444054
random, released: -0.066395437489
grisly, held: 0.198705325927
deficient, hairy: 1.0020005466
rescinded, screwy: 1.01990371777
differing, inadmissible: 1.1396086035
informal, unaware: 1.53312573175
fraudulent, unnatural: 1.43801328737
all-round, optimum: 0.0
opportune, virtually: -0.106866528859
general, inferior: 0.163348125427
disagreeable, succinct: 2.04412611372
current, uncompetitive: 1.10605086567
over, pending: 0.443810442615
bored, inconceivable: 1.17899540434
idle, shoot: 0.567582037886
equivalent, graduate: 0.43008523405
abolitionist, well-done: 0.0
nude, tiresome: 0.61509403472
goofy, swift: 0.527970450221
acute, delineated: 1.22472771319
coast, quiet: 0.850266784415
current, usual: 1.060441643
allergic, sixth: -0.0281411154
co-operate, symbolic: 0.0
sloppy, wetter: 3.06215097218
definitive, turned: 0.379443242207
incomplete, indispensible: 0.513187955927
gifted, real: 0.481426345077
real, sentient: 1.29041095029
neutral, spotless: 1.37024153473
ephemeral, painful: 1.71513584323
frank, worse: 0.473150251326
died, severe: 2.46816656249
ioyal, shut: 0.0
disruptive, reconcilable: 1.42730138522
glad, operational: 0.103171621081
acceptable, famous: 0.278429374561
agreeable, original: 1.35382652474
grass-roots, invalid: 0.0
anticipated, stimulating: 0.894161783168
griet, puny: 0.0
heights, questionable: -0.495904636759
nonsensical, pure: 1.83275368992
renowned, upset: -0.266082416198
icy, in-flight: 0.0
dominant, stringent: 0.707470873992
carefully, leveraged: 0.409522228735
apologise, compared: 0.0
that, unjust: 0.655051103592
infrequent, inhumane: 0.801297063699
disciplined, self-reliant: 0.0
defenceless, flexibility: 0.0
advanced, worthy: 0.638643914434
deserted, intractable: 1.25458572229
disruptive, ungrounded: 1.34067522421
traded, well-defined: 0.0
nervous, vice-chair: 0.0
horseshit, unethical: 1.87321426522
cited, time: -0.198614588857
actionable, minimum: 0.71241991276
eerie, tremendous: 0.83863543685
rigght, ten: 0.0
shitless, touching: 0.356577295885
lamentable, some: 0.65304403546
readable, supported: 1.10632934956
ageing, black-hearted: 0
focussed, well-established: 0.0
jealous, prepared: 0.568292259895
booming, dishonest: 0.012322798814
black, intermediate: 0.656417197503
aggravating, indisposed: 1.94226179068
constructed, transparency: 0.065185642503
liked, re-routed: 0.0
marvellous, miscellaneous: 0.0
reason, work: 0.458072333606
gandalf, moving: 0.0
faulty, transnational: -0.177993082954
certain, loco: 0.399994983662
insane, tricky: 1.34501679292
co-ownership, conclusive: 0.0
tentative, timelier: 0.599241145227
awestruck, black: 0.674095130223
happier, woken: 2.12308494318
fluent, funnier: 1.80796959296
earlier, scientific: -0.17740459516
cordial, uptight: 3.14203661627
intelligible, savage: 1.30516358482
extreme, shut: 0.044464642987
exceptionally, terrorized: 0.488231012288
detrimental, payable: 2.19101757186
heavier, scientifically: 0.161539419505
accused, difficult: 0.348999052587
plentiful, wrongful: -0.183569556158
facilitated, meaningless: 0.222111793571
extant, insatiable: 1.16490223247
expressed, impolite: 0.455201797675
prodigious, unlawful: 0.893066507172
regardless, updated: 0.77924272924
responsible, unfriendly: 0.517227267532
arguable, valued: 0.680044826629
-, feasible: 0.0
that, too: 0.957340077742
loco, tied: 0.035659353078
authoritative, unoccupied: 0.407884610944
magical, thought-out: 0.0
co-operation, vis-: 0
abnormal, faithful: -0.437293940608
sporadic, yearly: 1.02282414891
enforceable, undignified: 0.743282999399
flashing, wished: 0.416868682882
spent, stepped-up: 0.0
adjacent, previous: -0.174554742703
treated, two-fold: 0.0
older, reiterate: -0.513988925088
cohesive, virtually: 0.746158892161
goal, unequal: -0.069047940976
distressing, extant: 0.641538954574
crummy, unsatisfactory: 2.29034929444
awake, hard-pressed: 0.0
healthy, unfounded: 1.09209313202
anywhere, multifocal: 0.092447191595
thought-out, wacko: 0.0
questionable, remaining: 1.03045609358
subject, wicked: 0.109448253368
distinguishable, qualified: 1.19103211409
excitable, see-through: 0.0
graceful, sincerely: 1.39357111405
perplexing, you: 0.642423993607
below, treatable: 0.569270980041
casual, humiliating: 0.875078003762
antagonistic, applied: 0.399372646222
disparate, helpful: 0.825595638523
directly, tangible: 1.20719240818
deep, last-minute: 0.0
implausible, sincere: 1.74818653047
grotesque, tenable: 2.17109295383
international, pro: 0.625022925434
effortless, observant: 1.60260366924
girl, private: 0.265345132602
dickish, looking: 0.453619812404
allowable, strengthened: 0.067695898154
continuous, distressed: -0.080809432408
co-financing, re-routed: 0
acute, separate: 0.466040717223
instable, ourselves: 1.11715526701
high-cost, preliminary: 0.0
bureaucratic, peculiar: 2.31606753648
prepped, still: 0.541928108987
fit, gruesome: 0.219635857445
ju, unequivocal: 0.558383609241
quadruple, stupid-looking: 0.0
alternative, meticulous: -0.286442418742
again, dispute: 0.409112415571
egotistical, initially: 0.338899994989
included, inconsiderable: 0.681567295848
stillborn, suspected: 0.950884513736
deceptive, increased: 0.516979766617
served, standardized: 0.093925808939
built-in, cohesive: 0.0
indispensible, malicious: 0.153069227178
innocent, unlucky: 2.53768143659
elle, unrestricted: -0.281143989139
recurrent, wacko: 0.183070444828
costlier, strict: 1.27496443959
business-friendly, substantial: 0.0
live, sugary: -0.038206718249
cozy, ridiculus: 0.513615652312
helpful, rare: 1.05288651377
unaware, well-off: 0.0
guilty, information: 0.296602190712
refundable, rusty: -0.084159003464
high-tech, twice: 0.0
-sorry, standing: 0.0
housebroken, statutory: -0.341082727859
dependable, largely: 0.786369968931
pretentious, roll: 0.755931491813
heartbroken, terrified: 5.19472463214
anonymous, paranoid: 1.98254465954
hostile, revealing: 0.844452889936
exclusive, interlinked: 0.96812023574
deceptive, forever: 0.464435303681
diligent, old-timer: 0.0
cold-rolled, problematic: 0.0
thereto, well-lit: 0.0
least, paramount: 0.363894688817
counter, gandalf: 0.0
cumbersome, fifth: -0.271429630355
experienced, persuaded: 0.771957550228
exemplary, organised: 0.0
arduous, underway: 2.47289624537
average, tabled: 0.654739075159
do, industrialised: 0.0
incredible, pluralistic: 0.459213312876
obstinate, unanimously: 0.812010149364
strange, three: 0.474883995737
fourteen, non: 0.75090254227
simply, sluggish: 0.753213915809
adamant, unbecoming: 1.44355758854
fatal, user-friendly: 0.0
boring, danger: 0.400752096331
quadruple, transnational: 1.00406686107
desolate, nauseous: 2.37975565096
obstinate, perfect: 0.47309676452
goofy, ready: 0.613984517202
compared, stone-cold: 0.0
later, mindful: -0.281597339268
active, pretend: 0.220536418757
compulsory, honoured: 0.0
chubby, leveraged: 0.027077799585
emaciated, ok: 0.838262164298
negative, rarer: 0.065311607392
deprived, dim: 1.50584557948
painless, unsteady: 0.439024735297
coming, crafted: 0.466722496744
honorable, hopeful: 1.16036718279
death-proof, pale: 0.0
indiscreet, slick: 1.22820015455
cracked, yellow: 1.41527050065
registered, retail: 0.288113712819
integrating, naive: 0.468732310655
blatant, persuaded: 0.880956392959
creative, disrespect: 0.782578223902
diminished, educated: 0.823593125085
antiquated, well-written: 0.0
timely, understood: 0.327633554
funded, shit: 0.631145458987
homosexual, standing: 0.846158115494
persuaded, stimulating: 0.351090218317
intriguing, nosy: 1.19105524271
administered, final: 0.472241989635
gone, second: 0.305737545729
do, targeted: 0.674364405911
provisional, wretched: 0.401329973798
confidential, safeguarded: 3.39238020774
educated, well-designed: 0.0
beter, off-putting: 0.0
disgraceful, undesirable: 2.8126465543
homesick, legal: 0.048100664699
midget, pro-poor: 0.0
reyes-torrena, sharp: 0.0
insulted, rarely: 0.558734933798
formidable, inside: 0.719790062234
improvement, unconvincing: 1.03806679591
environment-friendly, humiliated: 0.0
asinine, unconventional: 1.30531040557
foul, uncanny: 1.40516489037
slight, winning: 0.423787779369
geographically, live: 1.35512469283
omnibus, sacrilegious: 1.24028090869
punchy, self-executing: 0.0
primary, wild: -0.092592545716
currently, fearful: 0.141267646042
busier, limited: 0.920098205356
laudable, prolonged: 0.139445114233
momentous, optional: 0.235689786294
forthcoming, twofold: 0.60207971513
performed, plentiful: 0.213710253493
brighter, tardy: 0.374142914566
constituted, yet: 0.371924542236
heart-warming, woken: 0.0
applicable, western: 0.466550396738
ambiguous, updated: 1.20893528622
agile, implacable: 2.15037735155
permanent, spotless: 0.316105307636
braver, exemplary: 1.08869330827
multidimensional, registered: -0.592054954732
hurting, substantiated: 0.657619160741
growin, unconditional: 0.773928960631
case, stiff: 0.057170710354
aforementioned, globalization: 0.541456538286
greater, receivable: 0.538215779593
quieter, visual: 0.893223195627
honoured, managed: 0.0
entirely, lucky: 0.181799878534
last, opportunity: 0.211402681401
handy, utilized: 1.9213609348
breathtaking, pale: 1.82346543412
guilty, shoot: 0.789711670842
remarkable, subject: 0.112625348846
