adapted, marketed: 2.89288611474
latest, pursuant: 0.182953461801
faithful, problematical: 0.783473641595
overworked, self-governing: 0.0
enforceable, rusty: 0.876112360229
extraneous, fbl: 0.0
drenched, included: 0.687236245582
hazardous, iike: 0.0
linked, loverly: -0.38942203516
agreement, use: 0.559980051751
so-called, task-oriented: 0
cross, managed: 0.363184076515
motivation, regretful: 0.954521750348
frank, opportunity: 1.00701083274
cheap, dispute: 0.562471625298
inconclusive, mission-critical: 0.0
dopey, large-scale: 0.0
bravest, zesty: 1.17839138415
booked, sober: 1.37242251604
autonomous, definite: 0.276460270654
inevitable, laddie: 1.28944327485
contemplated, horny: -0.117753493057
dual, laughable: 0.442436250211
better-educated, high-quality: 0
eccentric, precarious: 1.79301851059
ferociously, witty: 2.62603853947
continual, freezing: 0.267094503599
docile, firmer: 1.6872134465
following, impermissible: 0.211038256948
drunk, over-the-air: 0.0
ludicrous, rotten: 2.71798065097
promising, uneconomical: 1.21990241862
note, self-sustaining: 0.0
persuasive, smallest: 0.270335951926
at, utopian: -0.010465776605
n'tunderstand, well-placed: 0
extreme, liquid: 0.807777775978
expressed, over: 0.603582930843
genius, sharper: 0.753109781341
influential, reiterate: 0.570835583665
fifth, il: 0.00869782863
greedy, natural: 0.82919799386
harmful, in-progress: 0.0
reachable, sublime: 0.549206442035
classical, legible: 1.16169334483
greater, sappy: -0.349121253011
pervasive, receptive: 1.96421487244
empowered, ghastly: 0.497664402291
dependable, graduate: 0.838511499565
attention, value: 0.283077712581
proportional, softer: 0.564601752268
cleaner, sparse: 0.450066411694
cohesive, heeded: 0.90418507731
incapable, thought-out: 0.0
lastly, monumental: 0.55703303439
devastating, ping-pong: 0.0
apolitical, vigorous: 1.74076501323
booming, meticulous: 0.49820245334
unjustified, well-placed: 0.0
last-minute, science-based: 0
exceptionally, open: 0.534376192321
monstrous, multicultural: 0.357236347133
binding, kinda: 0.116222308968
erected, first-class: 0.0
advised, minimum: 0.762320854777
dramatic, freaky: 1.60355445113
dispersal, traditional: 0.910605737941
concentrated, subtle: 1.16086906027
-surprised, panicked: 0.0
impracticable, though: 1.64021738038
dope, interested: 0.660718192903
applied, lost: 0.929733482321
interesting, obtainable: 0.619913818199
grouchy, ironic: 2.22659481206
-mentioned, quick: 0.0
clearer, inter-related: 0.0
almost, run: 0.592299209224
registered, visible: 1.60844258373
pricey, underprivileged: 0.870918763568
free, important: 0.58422141687
here, liberal: 0.724065409228
gratifying, killed: 0.150588582114
exclusive, recommended: 0.401803931023
fried, pre-published: 0.0
crafted, goal: 0.379778637671
controversial, efficacious: 0.426403310273
no, odd: 0.72876848187
applied, pending: 1.39860192461
precious, usable: 2.1283776367
fairer, johnny: 1.23470184857
accelerated, well-timed: 0.0
really, weirder: 1.77973720255
high, ultra-hazardous: 0.0
stay, uneven: -0.552187159212
again, unanswered: 0.720179396348
ecstatic, skilful: 0.940113901632
reasonable, supplied: 0.876088218664
contaminated, free-standing: 0.0
baby-sitting, unforeseeable: 0.0
il, upstanding: 0.644341621411
reyes-torrena, unbearable: 0.0
immature, well-organized: 0.0
rationalized, wanna: 0.334747062213
frail, petite: 3.80730491479
heartfelt, level: -0.016487608658
bonnie, first: -0.091033272776
similar, up-to-date: 0.0
righteousness, rubbish: 1.11788865425
co-operation, stoned: 0.0
coming, well-formed: 0.0
primordial, terrible: 1.36654374608
fall, need: 0.45289685606
alright, unbalanced: 1.33500408554
mostly, sudden: 0.285375011854
david, destructive: 0.889635671362
axiomatic, cold: 0.550211107056
awol, rude: 2.10014163106
armed, hearty: 0.578510282118
anomalous, inescapable: 1.59336692676
centralized, normal: 0.559065363347
second, stricter: 0.349216979638
hairy, life-threatening: 0.0
germane, unrelated: 3.73023829149
ordinary, pissed: 0.905897939381
conspicuous, fulfilled: 0.859665397862
rationalized, relative: 0.872185263085
innumerable, open-minded: 0.0
dominant, noted: 0.07169947197
furious, handsome: 1.06070598258
clarified, sharp: 0.39855546734
cranky, lamentable: 1.36521620289
anywhere, unpleasant: 0.354172843091
mid-sized, stressful: 0.0
lean, risky: 1.00311868576
precious, unanswered: 0.701869571346
all-round, chickenshit: 0.0
transnational, unimaginable: 1.06773186097
described, ill-defined: 0.0
amusing, emotive: 2.79465112205
exposed, justiciable: 1.02726220115
dickish, latter: 0.784914332018
impatient, scanty: 0.841700220065
emotive, tacky: 2.24539725676
constructive, severely: -0.051700355467
barmy, than: 0.452882884332
by-election, invaluable: 0.0
imperfect, shitless: 0.309592900741
humble, self-sufficient: 0.0
broken, wrongful: 0.155079486195
decisive, sustainable: 1.74069842837
action-oriented, need: 0.0
realisable, reassuring: 0.0
ever-changing, quieter: 0.0
unfeasible, well-organized: 0.0
indicative, retarded: 1.15642194368
perpendicular, vice-chairmen: 0.0
awesome, sleeping: 0.772162745943
succinct, unnatural: 0.316262423321
longest, targeted: 0.168043965289
self-financing, smoother: 0.0
america, like: 0.598523319111
anymore, well-educated: 0.0
inestimable, notably: 0.941695277047
organised, pitch-dark: 0
diminished, queer: -0.008775389299
aforementioned, fair: 0.177167210226
co-operate, detrimental: 0.0
exempt, motherfucker: 0.324771283855
actually, biggest: 0.674361776238
afterwards, youngest: 0.557693935083
opportunity, religious: -0.036550345937
salient, short-lived: 0.0
evening, overwhelming: 0.439958295819
continued, dreadful: 0.77936958981
brillant, unprofessional: 2.05554036707
good-natured, plenty: 0.0
horny, off: 0.313098847687
enriching, self-contained: 0.0
distracting, treatable: 1.2546641635
divided, fucking: 0.421695603034
awesome, managed: 0.210084090592
long-range, unanswered: 0.0
here, nationwide: 0.099172720138
finally, respected: 0.029304763999
agreed-upon, conventional: 0.0
on, verify: 0.54865717757
holy, tabled: 0.083708080975
house-trained, senior: 0.0
overheated, western: 0.97275354902
compassionate, quoted: 0.467374209154
etc, ruined: 0.910793779987
glamorous, tentative: 0.328336988607
criminal, sixth: 0.174870265113
truly, upright: 0.386492711912
able, toast: 0.232524439864
confused, missingg: 0.0
demand-driven, elaborate: 0.0
classy, generous: 2.14091172136
alive, progressive: 0.618018068934
ma, ping-pong: 0.0
assertive, inefficient: 0.61333667826
negligent, quickest: 0.641911889664
anticipated, general: 0.56326536384
armored, undemocratic: 0.93448534883
co-financed, dedicated: 0.0
frantic, permanently: -0.239195753017
ill-defined, stranger: 0.0
improvement, unstable: 0.559076867974
closer, unreasonable: 0.143884940808
exponential, tricky: 0.903789919787
about, predictable: 0.279713220201
cherry, receptive: 0.360813146241
drenched, viable: -0.232722667492
intriguing, task-oriented: 0.0
challenged, old-fashioned: 0.0
competence, coordinated: 0.812403158581
impolite, sublime: 1.54621337727
fairest, probably: 1.57053054688
determinant, smarty: 0.219883113527
impractical, sugary: 0.907373184958
described, integrated: 0.164048564113
performed, through: 0.527352443835
prevalent, repeating: 0.338604075404
merciless, shoot: 1.06338245436
happier, mental: 1.52978833007
fundamental, outnumbered: 0.416636667578
principal, stellar: 0.341306538843
lofty, urgent: 0.64600618064
careful, stellar: 0.749793295224
bankrupt, poorer: 1.32521070736
cloudy, unsolved: 2.22877206673
fuckin, substantiated: 0.396730975083
irritating, reciprocal: 0.731205221231
anywhere, tepid: 0.237838037483
rationalized, severely: 0.89200714265
kinky, personalized: 0.730284987504
newborn, rare: 0.989458013464
eccentric, grotesque: 2.88551603342
plenty, promptly: 0.114671418652
proscribed, unheard-of: 0.0
ample, first: 0.43732835095
defenseless, racked: 0.617307020654
deliberately, see-through: 0.0
inescapable, stressful: 2.24638580515
glad, proactive: 1.78280409248
overwrought, seropositive: -0.563809640966
concise, dopey: 1.37448594459
goofy, ignored: 0.696850900288
novel, proceed: 0.129069907389
imperceptible, principal: -0.058812848924
farther, small-time: 0.0
distinct, fourth: -0.116189713043
charmed, fatal: 0.719971169676
cost-shared, good: 0.0
fourth, idiotic: -0.255309074546
celebrities, fussy: 0.848313816326
bad, deprived: 0.691427743048
distribution, stir-crazy: 0.0
moderate, technical: 0.21429453988
immense, well-organized: 0.0
sad, widespread: 0.909712451095
leveraged, sonny: -0.2149497691
audacious, chilly: 0.837254424485
faultless, wider: 0.098654948689
contestable, iittle: 0.0
economically, jurisdictional: 0.860834165089
continual, woken: 1.00990682485
intimate, jittery: 0.903998644409
commercial, reconcilable: 0.018223614961
insubstantial, rooted: 1.00794106019
frazzled, personally: -0.073108502724
acclaimed, boundless: 0.863432726123
accountability, limber: -0.278364610687
clearly, miserable: 0.596621638392
rife, subtle: 1.53305765487
blinded, defensible: 0.701631104213
fuzzy, immaterial: 1.71278707331
accelerating, flush: 0.340710731641
lighter, uneven: 1.37667352179
scattered, varied: 2.29054535709
everyone, symmetrical: 0.627509441819
dorky, truly: 1.0635696187
fatter, preferred: 0.653141039725
lower, required: 0.938511038454
addition, nice-looking: 0.0
sad, swift: 0.907942891338
exposed, substantial: 0.589078318892
essentially, free-standing: 0.0
dire, remaining: 0.345316258334
dependable, manifest: 0.310226055971
apolitical, doin: 0.739580556683
constructed, incongruous: 1.45884931233
inexhaustible, prepared: 0.334374921478
hot, pretty: 1.13693157209
innovative, relative: -0.636755564782
actively, classical: 0.3593029591
disturbed, predictability: 1.32797362001
confidential, so-called: 0.0
above-board, terse: 0.0
abysmal, alike: 0.499674529083
entirely, ill-defined: 0.0
neat, rescinded: -0.087106758866
functionally, unwise: 0.998971542942
loud, shorty: 1.43497745014
accountability, definite: 0.754911819865
absolute, classified: 0.756747875747
hideous, scarlett: 1.86184699744
acquainted, undecided: 0.991772338599
basic, etc: 1.26968908679
addition, sealed: -0.334141964048
pronounced, released: 0.976446234187
aggrieved, uncertain: 0.992473455453
destitute, e.g.: 0.0
handled, parched: -0.69862000943
varied, yourself: 0.49310246817
fair-minded, strangers: 0.0
competent, secretive: 0.916079833621
shorty, stupid: 2.06253845444
direct, ever-changing: 0.0
!, brisk: 0.0
calm, mild: 3.00971338506
excited, obvious: 0.832694617913
easier, frustrating: 3.17585802756
criminal, progress: -0.047843035969
transnational, updating: 0.011713478794
giant, quality: 0.042840644268
droll, relevant: 0.936766098126
important, improbable: 1.54148573077
surely, west: 0.394089969286
elementary, human: 0.924672710831
geek, interim: -0.2137060197
doubled, overridden: 0.775480387512
complementary, evolving: 2.39858854859
effortless, rogue: -0.239668231366
insane, relieved: 1.01516035251
ensuring, recurring: 0.706682380158
ethical, presently: 0.100557693761
more, rash: 0.753833607184
interdependent, rarely: 0.730570330834
paramount, transitory: 1.55916727178
adaptive, harsh: 1.38562371445
prime, underway: 0.406856595889
overheard, standing: 1.22940247423
fair, question: 0.988846779257
non-binding, paradoxical: 0.0
heights, nosey: 0.0
fall, single: 0.4290118643
busy, overweight: 0.775054965063
nessessary, unrealistic: 0.0
cited, task-oriented: 0.0
disproportionate, in: 0.607989417924
closed, heterogeneous: -0.161315260009
faulty, plausible: 1.69162737056
apolitical, quadruple: -0.564704283734
cruellest, repeated: 1.93394556141
legal, three: 0.211859433463
elementary, social: 1.13265491571
kane, transient: 0.20861404228
darling, timelier: 0.205848521245
impeccable, leading: 1.13145921231
eager, frustrating: 1.69700639494
certainly, out-dated: 0.0
minus, solidarity: 0.326222748871
awol, focussed: 0.755708022606
abhorrent, evolving: 1.09168478254
hiv-infected, insurmountable: 0.0
opening, reported: 0.143788420922
dotty, five: 0.321129436037
exaggerated, ggood: 0.0
political, singular: 1.15126299529
considerable, short-sighted: 0.0
for, mama: -0.058895346546
restrictive, secret: 1.17256250602
improvement, wonderfui: 0.0
abundant, dandy: 0.884502975995
conflicting, notorious: 0.406779231625
big, l: 0.152912977973
open-minded, outgoing: 0.0
overdue, valid: 1.550555712
baby-sitting, lengthy: 0.0
spooky, sure: 0.933825509211
threaded, warmer: -0.370519810542
inoffensive, settled: 0.881922280335
ambitious, wonderful: 1.1793594201
iike, one-sidedly: 0
arguable, unsuitable: 1.37288165798
quiet, retrievable: -0.023278472083
fifty, involved: 0.174476448295
informative, screened: 1.23405955174
frantic, opening-up: 0.0
average, sophisticated: 0.618116219652
controversial, visual: 0.313545697711
fair-minded, inter-dependent: 0
self-financing, suspicious: 0.0
loving, serious: 1.07189296202
bothersome, flaccid: 2.2177668714
faint, pitch-dark: 0.0
adjacent, focussed: 0.228613146463
especially, worse: 1.1251835044
amiss, tragic: 1.5606418278
but, spaced: 0.547240224202
varying, world-wide: 0.0
main, proportional: 1.43473258288
foreseeable, superb: 0.088902013137
dre, non: 0.142757857008
better-quality, preliminary: 0.0
humane, micro: 0.506267439865
apart, masterful: 0.739164411071
qualified, startled: 0.645204501102
huge, mutual: 1.12511519073
classified, even: 0.690730510802
incidental, vast: 0.322325308619
condescending, individual: 0.58925360403
relative, sombre: 0.643731133836
co-chair, trendy: 0.0
prejudicial, unusual: 1.64022304823
acknowledged, despicable: 0.8729926951
respectable, tempting: 1.77054700257
bull, supported: 0.051569804506
plentiful, time-consuming: 0.0
gender-neutral, non-self-executing: 0
potential, through: 0.361969984718
comin, madness: 1.26517879198
cognizant, responsibility: 2.26854637591
etcetera, pilot-tested: 0.0
debatable, discriminatory: 1.70927211495
dispersal, sustained: 0.832417910348
nascent, tangible: 1.10212290224
booming, yellow: 0.721516211696
lame, shipshape: 1.65941784347
accordingly, dark: 0.028012068404
antsy, inconsequential: 1.29043498538
accomplished, publicly: 0.716854490511
disappeared, two: 0.820143817147
dearer, unfortunate: 0.414505335899
marvellous, well-known: 0
crystal-clear, lengthier: 0.0
inescapable, reduction: 0.531908250977
human, regrettably: 0.782666847886
hardworking, undisputed: 0.742015910166
refusal, stringent: 0.810333167565
co-financing, warm: 0.0
supplemental, urgent: 0.7932898603
formally, unlawful: 1.13273792773
neutral, snappy: 0.982905661308
acceded, wrongful: 0.897695426795
multi-dimensional, next: 0.0
black, hot: 1.1407122438
misused, rational: 0.707990621481
consulted, splendid: -0.511016759298
hither, to: 0.0
common, nascent: 0.608821897697
longer-term, unofficial: 0.0
brightest, injured: 0.18874195045
cost-effectiveness, horny: 0.0
co-chair, generous: 0.0
exorbitant, visible: 0.286262505491
spaced, tonight: 0.69354679814
convincing, impracticable: 1.36092634807
interdependent, whilst: -0.32058887367
crafted, stunning: 1.37464828642
overt, up-to-date: 0.0
keen, unbalanced: 0.281590230251
educational, ineligible: 0.150138966982
laughable, moreover: 1.11927124704
cheaper, multi-disciplinary: 0.0
pro-poor, time: 0.0
abusive, supplementary: 0.26021438159
miscellaneous, respendable: 0.0
managed, unmistakable: -0.298591982232
contradictory, drunken: 1.1321876017
famous, representative: -0.017662104911
thanks, unchanged: 1.08996414114
environmental, stocky: -0.266784120835
phat, win: 0.609672945434
e.g., repugnant: 0.0
about, negligeable: 0.0
