effectively, unexceptable: 0.0
crude, mostly: 1.18135384157
luck, nosy: 1.43394617586
immense, trashed: 0.356280292336
ferociously, nonexistent: 0.508709966258
distracting, etc: 1.08897926298
salute, wack: 0.644587008656
disgraceful, unwholesome: 3.35553986643
awake, strange: 1.26551233311
determined, unheard-of: 0.0
ignorant, inadequate: 2.59577866648
deceased, organised: 0.0
calculated, non-discriminatory: 0.0
'sgoing, rarer: 0.0
deader, well-positioned: 0.0
amended, imminent: 0.619802317642
supportive, understanding: 1.61945012225
smokin, supreme: 0.996098472472
african, too: 0.155469447126
direct, sizable: 1.01438145141
exorbitant, horrific: 1.40878068188
bro, well-respected: 0.0
ioaded, oral: 0.0
insured, lengthier: -0.078716592551
bereft, repeated: 0.581828690558
enhanced, subtle: 0.854426138258
gaunt, hurting: 0.556183236961
insupportable, populous: 0.8721287823
called, momentous: 0.212165040782
excited, luke: -0.19663581846
lately, undesirable: 0.421959898796
senior, stone-cold: 0.0
bone-dry, guaranteed: 0.0
significant, wrong: 0.423539524395
gentle, naturalistic: 3.77858667263
exhausted, unattractive: 1.81102298125
batty, principally: 0.773020031813
ambitious, today: 0.113046380775
bad-looking, outgoing: 0.0
twelve, yes: 0.417126572759
distinguishable, loud: 1.30071558899
commitment, mediocre: 0.04293990487
greedy, mentioned: 0.075008117375
fairer, welcome: 1.26688782988
designed, energy-efficient: 0.0
constituted, sal: -0.033374391628
arguable, inadmissible: 3.38229105303
ecstatic, sizable: 1.19580311614
pragmatic, racked: -0.465937044048
reasonable, touching: 0.496310812725
exquisite, non-specific: 0.0
disabled, first: 0.339242597685
implacable, yo: -0.722649567889
premature, snug: 0.986297253284
hazardous, thin: 1.62357515753
aforesaid, outnumbered: 0.240743132479
smartest, underprivileged: 0.532483749842
fiercer, third: 0.466346032573
propitious, untouched: 0.816710525643
north-west, scalable: 0.0
feasible, indecent: 0.680766483612
north-west, winning: 0.0
displeased, long-standing: 0.0
desperate, erroneous: 0.702140901793
-so, -sorry: 0
claire, hilarious: 1.73969914684
across-the-board, inflexible: 0.0
degraded, unresolved: 1.15155351707
adopted, dazzling: 0.198977837283
immediately, missing: 0.810168554445
aggressive, indigent: 0.51608575637
go, rad: 0.953163684512
insufficient, poppycock: 1.41830723548
inter-dependent, slick: 0.0
supplied, year: 0.172404608083
jealous, non-competitive: 0.0
speedier, written: 0.105634615227
legendary, yellow: 0.451129166555
self-reliant, warmth: 0.0
everything, him: 1.41274745101
midget, unequal: -0.060139941763
conducive, trustworthy: 1.51956875113
bitter, regrettably: 1.25854586504
constantly, worthy: 0.474982333699
lately, targeted: 0.05672696683
complicit, negligent: 4.94777414772
one-sidedly, prominent: 0.0
-surprised, insufficient: 0.0
patentable, vice-chairperson: 0.0
understanding, untouched: 0.58101865573
application, fertile: 0.293084909901
promising, thriving: 1.13161186848
believable, forceful: 2.6620218289
quickly, sicker: 1.18906863303
commendable, obnoxious: 1.40072412913
absent, astounding: 0.807695452046
strengthened, vice-chair: 0.0
co-funding, fine: 0.0
empty, looking: 0.595066585067
sensible, timid: 2.16644215201
full, pathway: 0.241438526434
clean, typical: 0.282226054677
unrelated, work: 0.314762382476
entitled, intimate: 0.563394928932
back, emerged: 0.557462431809
heights, icy: 1.14961984647
accuracy, action-oriented: 0.0
accelerated, iucky: 0.0
dismissed, regardless: 0.161372287043
dodgy, trivial: 2.42434813253
excited, harmless: 0.199547057794
political, stable: 0.727014810852
nearest, stressful: 0.291132806763
complete, crafty: 0.411750201397
abhorrent, sweeter: 0.343364055767
all-powerful, funky: 0.0
bankrupt, dormant: 2.55949868378
graver, inspirational: 0.473679864561
affected, tacky: 0.454748563709
funded, thought-out: 0.0
currently, insured: 0.58476135722
export, mixed: 0.097604850946
earliest, telling: 0.38027324055
anomalous, psycho: 1.25450936485
intractable, unified: 2.01201519343
education, uneconomical: 0.566826558731
dumb, easiest: 2.00485590955
bygones, southeast: 0.333626517774
customized, tremendous: 0.737940807266
on, unemployed: 0.152250251206
becoming, tardy: 0.046460063175
abundant, catastrophic: 0.815489711836
iil, important: 0.0
horrid, round: 0.490363106582
disorientated, lunatic: 2.68006500485
flexible, recent: 0.387022708748
analogous, rarer: 2.62685175944
iittle, wholly: 0.0
ma, topical: 0.039488738855
contrary, disproportionate: 1.62887637305
good-iooking, wounded: 0.0
antiquated, last: 0.156260090318
nominal, vigilant: 0.012758234535
integral, outnumbered: 0.393193863445
connected, undeveloped: 1.09884590905
enhanced, garbled: 0.76324267091
david, subsequent: 0.068044087684
briefly, charming: 0.591608811768
costeffective, luke: -0.175416448115
affluent, short-sighted: 0.0
depressed, onboard: 0.205314644676
2nd, crucial: 0.264728391185
hiv-infected, social: 0.0
enormously, fiine: 0.0
stunning, unsatisfactory: 0.983630708892
handed, magnificent: 0.583978593479
sweetheart, weighted: 0.547309685471
automatic, us: 0.570908712944
misguided, overwhelming: 1.1902193882
regretful, shortest: 0.555867761921
hard-pressed, intimidating: 0.0
intertwined, larger: 1.47546207786
deficient, popular: 0.496322695926
emblematic, truer: 2.12723353386
grateful, prosperous: 2.6704260957
chilly, reaching: 0.674880932645
economic, well-organized: 0.0
frightful, safest: 0.989139446899
lenient, sentimental: 2.2798908806
aligned, over-the-air: 0.0
dependent, dreamy: 0.904714294512
neglected, opened: 0.577661121887
dorky, elegante: 0.0
particularly, transparency: 0.593796269293
costly, rigorous: 2.43195109971
added, death-proof: 0.0
functioning, iike: 0.0
invaluable, tell: 0.766912528163
anymore, thorny: 0.078593270132
scheduled, wholly: -0.618250922923
non-exclusive, two: 0.0
henry, welcome: -0.35610929448
internationaux, pilot-tested: 0.0
muscovite, omnibus: 0.578299186994
inestimable, tremendous: 4.22632751212
illicit, viewable: -0.255259835389
plausible, refined: 1.29358527628
encompassing, engaged: 1.04360408893
instead, representative: 0.063022629203
policy, well-received: 0.0
history, south: 0.639538830693
action-oriented, unused: 0.0
distraught, soft: 0.363428873599
de-insured, omnipresent: 0.0
poor, stipulated: 0.279457488689
business-friendly, embarrassing: 0.0
envious, outside: 0.518399709757
significantly, slick: 0.332372606214
first-hand, well-suited: 0
estimated, fair-minded: 0.0
back, developing: -0.040467210657
lengthy, temporarily: 0.799521539587
why, worded: 1.06071180021
bad, usual: 1.05541534909
fifty, harsh: -0.208286048234
supplied, wet: 0.574230566973
brief, seasick: 0.624716805569
dressed, sore: 1.21578491804
diminished, small: 0.698876636292
implacable, security: 0.009408208147
harmless, latter: 0.820684498
steadfast, steeper: 0.407765359255
eligible, largely: 0.195084916043
deliberate, outside: 0.180544787613
abhorrent, total: 0.26046948661
aggravated, fruitless: 0.488121417333
multifocal, subject: 1.15037731506
faster, ping-pong: 0.0
end-to-end, monthly: 0.0
bold, wiser: 1.32891343879
real, shy: 0.60171340598
third, zero: 0.558804316857
graceful, thankyou: 0.361108824961
meaningless, wholesome: 1.40334513683
juicy, nigeria: 1.2580579251
poorest, startled: 0.293480847414
elsewhere, unfathomable: 0.319273455008
merciless, out: 0.585261380653
democratic, goal: 0.782681135283
messy, nice-looking: 0.0
constructive, nuts: 0.207550803707
bright, soon: 0.978238680286
bygones, political: 1.28404345655
achievable, incapable: 2.1915600312
convincing, unreasonable: 0.967734964778
inherent, picky: 1.09638424587
mean, symmetrical: 0.759390937827
disparate, maximal: 1.42668480787
etc, thirteen: 0.489943439957
alike, spaced: 0.20762937426
unpleasant, uptown: 0.722061713434
charged, uppermost: 0.698725053422
freedom, stocky: 0.150722557505
snotty, well-informed: 0.0
mixed, self-governed: 0.0
fair-minded, knowledgeable: 0.0
appointed, interdisciplinary: 0.528337627647
seldom, susceptible: 1.71819831931
perverse, traumatic: 1.91677799474
exhaustive, gender-neutral: 0.0
modernizing, reinforcing: 1.99149173355
contrary, wondrous: 0.645080188975
meritorious, previous: -0.130348072287
hopeless, two-thirds: 0.0
nigh, notified: -0.455959758718
sinister, skinny: 1.06039531974
fun, medium-sized: 0.0
anonymous, majeure: -0.105692445686
groundless, last-minute: 0.0
exhausting, injured: 0.880910208537
juvenile, placed: 1.26902840871
stressful, toxic: 2.58804667267
science-based, straight: 0.0
nationwide, willing: 0.263251562824
able, focused: 0.823201328287
blessed, spooky: 1.0600254291
all-powerful, intensive: 0.0
horrible, unexceptable: 0.0
discreet, time-consuming: 0.0
opportune, selfevident: 0.0
inconsistent, rigght: 0.0
recommendable, uneconomic: 1.80863892223
extremely, hypersensitive: 1.21751155798
comprehensive, sustainable: 2.34574161879
doubled, endangered: 0.04484829779
confused, overloaded: 2.82873040187
twelve, unqualified: 0.289512148192
negligeable, pretend: 0.0
unseemly, unwise: 3.66623171088
impressive, integrating: 0.593698252399
handicapped, roll: -0.225178184852
light, unnatural: 1.09618936238
re-routed, systemic: 0.0
'sgoing, truly: 0.0
alternative, developed: 0.686237979587
inherent, next: -0.514301016629
alarmed, given: 0.731930854759
alive, multi-dimensional: 0.0
individualized, involved: 0.856203036731
placed, shot: 0.94220583626
sappy, self-sustaining: 0.0
delayed, flaccid: 0.4762860079
flaccid, separate: -0.084399403764
exceptional, heights: 1.17298295054
mighty, morbid: 0.730856412267
current, oriental: -0.005803640706
abolished, full: 0.43880990592
modernized, unified: 1.92382569125
breadth, forward-looking: 0.0
comprehensive, strongest: 1.58897575108
addition, fair: -0.068950972415
preponderant, related: 0.536260302441
briiliant, inflexible: 0.0
prepared, secretive: 0.538370289967
classy, madness: 0.925768700633
acclaimed, briefly: 0.182103617274
condescending, responsive: 2.32080876462
inexplicable, periodic: 1.08548664879
presently, though: 0.578989860263
apace, flexibly: 1.11409631205
derisory, trusted: 0.792348945561
unwarranted, value: 0.84080954112
proud, seriously: 1.48106533231
average, grotesque: 0.394805406953
entrenched, unproblematic: 1.16319289186
others, pro: 0.289090203505
planned, systematic: 0.971651501975
education, obligatory: 0.604198884659
admitted, wrecked: 1.08951917819
implacable, unlocked: 0.669714191679
raison, searchable: 0.475662919084
skilful, weird: 0.634052745924
fragile, memorable: 0.356582381073
better-iooking, indiscreet: 0.0
respected, third: 0.278469210123
recognized, roisin: 0.0
allright, inside: 0.726447948273
grieved, justiciable: 1.48332350247
gotta, released: 0.475493650958
dying, spoilt: 0.0
prestigious, sadder: 0.621301842285
embarrassing, someplace: 0.604228434662
luck, senseless: 0.816215828655
ambitious, fraudulent: 0.23182056127
judicious, obsolete: 0.915678257898
disagreeable, looser: 1.41780271275
fbl, supplied: 0.0
dependent, madness: -0.032100136813
hinky, self-aware: 0.0
germane, productive: 1.62264508588
racked, unprepared: 0.522964485512
stricter, unaffected: 0.593217924289
disruptive, late: 0.430170488884
micro, weirder: 0.586315614733
clearly, well-paid: 0.0
familiar, mieux: 0.097521336524
affixed, risky: -0.093002910198
inevitable, widely: 1.60831303874
distributed, grievous: 0.243168224903
over-ambitious, well-served: 0
novel, reprehensible: 0.821096766625
displeased, reyes-torrena: 0.0
handicapped, soon: 0.117455805979
aging, precise: -0.039482478439
calm, improvement: 0.672753641623
sexy, shitty: 2.6886773785
fantastic, frank: 1.12984816292
alien, exquisite: 0.874920327174
briefly, participants: 0.424183794004
acceptable, spotless: 0.838968769697
heavier, straightforward: 1.36693380314
although, tiny: 0.21156317096
bitter, rank: 0.455986559691
autonomous, chilly: 0.369181727326
end-to-end, inaccurate: 0.0
ideal, naturally: 1.07008871441
everyone, timid: 0.240424457535
enforceable, green: 0.84617108861
honorable, rarer: 0.872167614281
concluded, motivation: 0.692936357698
lye, organic: 1.8519909031
elusive, energy-efficient: 0.0
open-minded, purer: 0.0
mobile, strained: 0.152238284411
giddy, new: 0.718919641796
do, immediate: 0.806103683171
death-proof, needy: 0.0
grievous, unwholesome: 1.87975763334
every, ravishing: 0.850388214293
intentional, viewable: 0.890687545397
publicly, sharp: 0.382442932753
harmonised, unaffordable: 0.0
hiv-positive, horrid: 0.0
immovable, terrible: 0.706367445404
forthcoming, prominent: 0.542251479164
colossal, main: 1.36735490333
delicate, everyone: 0.635232922551
historic, problematical: 0.944515758347
iil, wider: 0.0
laudable, user-friendly: 0.0
economically, susceptible: 1.61397092358
geek, promising: 0.231566699487
craze, lonesome: 0.442991798469
engagement, well-maintained: 0.0
elementary, specified: 0.560106024319
integrated, vocational: 0.807279145039
better-iooking, bored: 0.0
able, colder: 0.749290722156
gigantic, informed: -0.417323524902
blinded, delay: 0.26513348599
proactive, thought-provoking: 0.0
lower, performed: 0.549265344583
poor, richer: 2.03541794868
aesthetic, fake: 0.616115609258
apparent, lowest: 0.466334098646
accustomed, overpriced: 1.24330096444
feeble, question: 1.16273620661
defensible, structured: 2.44527102691
energy-efficient, sadder: 0.0
cheesy, however: 0.254793202629
equivalent, patchy: 0.130509593122
cabbage, comparable: 0.365181693526
mediocre, smooth: 1.10668728685
equivalent, laudable: 0.211765381378
mind-boggling, ripe: 0.0
horseshit, intriguing: 0.448005691123
another, grievous: 0.892418876817
uncontroversial, vast: 0.706094743704
egocentric, hopeless: 2.86991540252
factored, operational: 2.10233617236
inaccurate, insane: 1.79059215324
happiest, reversed: 0.005649868949
captain, scanty: -0.600909471363
move, obstinate: 0.826153812243
intended, shot: 0.42028411349
customary, defenseless: 0.635478903648
disappeared, stifling: 1.22833534723
dubious, uneconomic: 2.1539696327
automated, chosen: 0.25281555201
something, worthy: 1.34820858309
anymore, certifiable: 1.66487434666
brittle, state-run: 0.0
indicated, moister: 0.026298208984
incompetent, regrettably: 1.45461312828
outnumbered, twisted: 0.421953835635
additional, security: 0.985042631308
unused, yes: 0.106982367205
premature, wacky: 1.01696236525
distasteful, self-explanatory: 0.0
patience, vicious: 0.785171285942
indicative, released: 0.172612536409
-sorry, n'tunderstand: 0
government-owned, relative: 0.0
differently, fifth: 0.262720118882
acute, constituted: 1.10143620355
morbid, six-year: 0.0
disturbed, integrating: -0.149843233622
expensive, unimaginable: 0.911622725979
overwhelmed, smoother: 0.758219499919
attainable, introduced: 0.699301803168
come, thus: 0.259049513724
dysfunctional, ten: -0.117777577899
livid, urgent: 0.971857882868
applied, worth: 0.560969135076
dying, kane: 0.630369273975
complementary, heart-warming: 0.0
capable, poppycock: 0.719143912967
fantastic, hearty: 1.72641300868
competence, handy: -0.133102458646
belligerent, hurt: 0.830124443067
-me, carefully: 0.0
calming, undeniable: 1.1649237012
good-looking, strongly: 0.0
eventually, identical: 0.826797114081
audience, south: 0.134069045774
depressing, maximum: -0.012066219086
okay, senseless: 1.23073852519
bottled, lively: 0.955234786978
coarser, unquestionable: -0.165118095309
dependable, unreliable: 3.64085769654
rigght, well-coordinated: 0
ambitious, improbable: 2.90570031832
application, danger: 0.142985891588
obligatory, repugnant: 1.65879046283
chickenshit, deductible: 1.13577870304
10, interested: 0.0
