above-board, negligible: 0.0
idle, newer: 0.572726170504
interestedin, permanent: 0.0
legible, well-founded: 0.0
flaccid, large: 0.718539403601
degraded, time-sensitive: 0.0
condescending, infallible: 2.23846005958
compassionate, tragic: 2.63207198238
self-sufficient, sentient: 0.0
equal, minute: 0.619483037563
off-site, squat: 0.0
charming, firmer: 0.120843658303
kiddo, scant: 0.43466046611
planned, predictable: 0.521874310337
cowardly, finest: 1.03301530426
bankrupt, dark: 1.05691485297
ensuring, enthusiastic: 0.837497373403
briiliant, environment: 0.0
brittle, icy: 3.5122770136
all-important, typical: 0.0
crippled, terse: 0.250889064938
based, unlawful: 0.781833037528
expressly, lousy: 0.926652218938
aggravated, systemic: 1.00694180431
conspicuous, realist: 0.36248380933
however, seasick: 0.169004501621
cross, premier: 0.248668408736
expensive, protracted: 2.07583521005
convincing, foremost: 0.909072605505
fluent, medical: 0.223693904404
enlightening, pathetic: 2.13036610241
incredible, uppermost: 0.794593637467
best-known, uneasy: 0.0
invisible, such: 1.12426362967
dressed, time-sensitive: 0.0
steep, unquestionable: 0.479129147394
italian, sold: 0.376304627018
chilly, extirpated: 1.09455056706
fatter, unprejudiced: -0.29895201165
circumspect, moderately: 1.44865701336
interrelated, widely: 0.269012123326
defenceless, moderately: 0.0
3rd, uncanny: -0.247119541158
high-ranking, school: 0.0
disappointed, next: 0.575349614591
stimulating, wicked: 0.493134109998
darker, unimaginable: 0.891161775226
all-encompassing, responsable: 0.0
ageing, ready: 0.0
accelerated, announced: 1.23254241078
frigid, statutory: 0.101615154814
contentious, incomplete: 1.23917973394
crazy, squeamish: 2.70413199099
obligatory, relative: 0.08267918749
outgoing, untenable: 0.552401976158
differently, tenacious: 0.078106754159
priceless, regrettably: 0.618311186664
flexibly, luckier: 1.34144977837
false, well-developed: 0.0
fourteen, rarely: 0.1437617874
builshit, watchful: 0.0
damp, pleasing: 1.36148772005
refundable, usable: 1.48814115023
debate, unclear: 2.17816534815
established, rubbish: -0.560576621716
crystal-clear, defective: 0.0
great, off-putting: 0.0
submitted, unable: 0.614045519965
psycho, satisfying: 1.2367657915
articulated, ignored: 1.87231376639
effectively, implementable: 1.57873451487
fat, keen: 0.556417550894
passionate, spotless: 1.11464963801
furious, miserable: 2.10739178491
stillborn, well-positioned: 0.0
flawed, loverly: 0.156092974485
desolate, fluent: 0.612340479199
changed, pricey: 0.423356344389
indefensible, suspected: 0.123675357035
blow, repealed: 0.145470477421
delicious, invariable: 1.31566557422
foutu, treated: 0.0
fucked, rooted: 1.76784225354
durable, upset: -0.218963512764
sonny, unremarkable: 0.672373721668
noisy, nutty: 1.70888373332
irritated, weak: 1.2323581439
contemporary, issue: 0.260981975658
annually, optimistic: 0.771404093767
inalienable, well-managed: 0.0
fanta, ready: -0.088675808829
antsy, refined: 0.529540300358
friendlier, part: 0.333249174111
iegitimate, robust: 0.0
in, probable: 0.509661819569
initial, kid: -0.254579962411
eastern, meager: 0.611124675764
fall, onerous: 0.354824139704
endangered, technology-neutral: 0.0
marine, static: 0.975041832962
exciting, old: 0.190720869503
antsy, hooked: 2.86592050142
macabre, vested: 0.142761882552
co-ownership, sentimental: 0.0
-surprised, stone-cold: 0
immutable, predictability: 2.32239271178
environmentally-friendly, guilty: 0.0
clean, slippery: 1.29495804271
indisposed, well-designed: 0.0
inferior, insatiable: 1.44165579087
economical, unheard-of: 0.0
innocuous, unbalanced: 1.6154124489
co-financed, remarried: 0.0
based, rugged: 0.282147755475
adversarial, rough: 1.21774020987
comfortable, self-explanatory: 0.0
categorical, pluralistic: 2.7961243766
expensive, minuscule: 1.46757182478
political, terse: 0.705005657874
pluralistic, seropositive: 1.29541737646
bad-looking, ripe: 0.0
allowable, presented: 0.695198559239
ended, sized: 0.297398851329
complex, indicative: 0.318037236744
spontaneous, state-funded: 0.0
creative, emotive: 1.79077916079
folks, predictability: 0.309993538446
ghastly, western: 0.516054056233
pleasing, two-thirds: 0.0
longer, nutty: 0.194942289418
presentable, typical: 1.30893644865
mistaken, well-behaved: 0.0
uncomplicated, undetermined: 0.991386333431
elementary, multidimensional: -0.061889582472
colossal, luke: 0.632758004447
enough, unchangeable: 0.351809281886
efficacious, modified: 1.30003170439
fourth, lost: 1.2667466762
acceded, environment-friendly: 0.0
depressing, vigilant: 0.551548730014
enhancing, fruitful: 1.93155276253
in, vested: 0.253985898521
geographically, shortly: 0.505271183232
export, unfortunate: 0.07228066713
contemporary, indisposed: 0.678862006312
applied, foul: -0.31232224675
specialized, underway: 0.442854953909
obsolete, relevant: 2.06176031781
part, proven: 0.428195903078
favourable, sentimental: 0.0
day, lengthy: 0.895335522971
costeffective, premier: 0.26284483548
fried, priced: 1.63677586468
lenient, scientifically: -0.047261695771
derisory, inspirational: 1.43644162451
impulsive, prodigious: 1.90518089297
complementary, unacceptable: 1.34204446395
formerly, identifiable: 0.091347689552
insufferable, reduced: 0.850377524022
firm, mixed: 0.630846206817
impressive, zero: 0.49587218683
felt, fourth: 0.776329449665
excellent, wish: 0.6994015711
defeated, placed: 1.46495631545
kinky, quickest: 0.663606067438
operational, preceding: 0.631292324101
delayed, disposal: -0.085199847159
grumpy, insignificant: 1.29758503827
well-prepared, workable: 0.0
armed, sal: 0.571270158309
freezing, healthy: 0.67139120194
unbearable, ungrounded: 2.30870581127
fascinating, profane: 1.60625671167
skinny, well-prepared: 0.0
happy, same: 0.931639168877
brief, results-oriented: 0.0
accuracy, current: 0.578731506788
powerless, worthwhile: 1.0487653454
slick, undignified: 1.21044432387
statewide, youth: 1.10647642717
determined, systematic: 1.17370836343
respectable, stoned: 0.860274508464
starved, supported: 0.410279203126
indiscreet, naturally: 0.878886699956
fanta, self-evident: 0.0
defenseless, voluntary: 1.22238505493
franco, interesting: 0.636514514446
imperceptible, lousy: 0.90602396378
bored, committed: 0.610124854149
able, nonsense: 0.093374600726
rarest, risky: 1.16206000314
monitored, redundant: 0.905991351069
defective, polluting: 2.24911161749
disturbing, grumpy: 1.2128944507
flexibility, th-that: 0.0
romantic, unharmed: -0.054642948064
fucked-up, goal: 0.0
conspicuous, immediately: 0.542889174576
however, sounder: 0.565383410348
earliest, evey: 0.006985901475
arming, tragic: -0.154123711547
asian, loveable: 1.12226233101
good, practice-oriented: 0.0
darkest, strongest: 4.45769526514
fun-loving, persistent: 0.0
overwhelmed, roisin: 0.0
demented, facultative: 1.38460040358
looking, unethical: 0.615121989807
admitted, lean: 0.137444340463
noble, vital: 1.0603541647
panicky, ravishing: 1.44742695286
loaded, unseen: 0.412705972492
efficacy, notably: 0.218154419242
corny, unfortunate: 2.02469084395
restful, startling: 1.43993839925
comprehensive, underdeveloped: 0.300473141957
conflicting, straightforward: 1.71669125627
about, sugary: 0.176143036444
live, prominent: 0.021781975696
cautious, darkest: 1.17066595826
empowered, praiseworthy: 1.39864259742
insane, sick: 2.49343865538
cleared, petrified: 1.12513786933
school, traded: 0.59379368037
colossal, readyto: 0.511301345043
inadvisable, tenuous: 2.5784776246
apolitical, returned: -0.319394834873
enriching, in-house: 0.0
accused, valuable: 0.229953421419
appealing, performed: -0.365380291387
closed, lawful: 0.571579104753
essentially, muchfor: 0.0
disagreeable, stuffed: 0.947754407175
all-important, all-round: 0
commensurate, particular: 1.51963566183
agile, fbl: 0.0
defective, groovy: 0.718416050982
accomplished, gutsy: 1.8255023644
recognised, scant: 0.0
awestruck, pertinent: 0.433777413309
ineffective, self-sustainable: 0.0
self-supporting, selfish: 0.0
doing, heterosexual: 1.12518895232
condescending, up-to-date: 0.0
hopeless, pointless: 3.69560633523
managed, temporary: 0.373998741567
discernible, richer: 0.988657734932
booming, unidentified: 0.561018360124
atrocious, ephemeral: 0.918473147629
babe, transnational: -0.236315276666
onerous, rock-hard: 0.0
cheap, pathway: 0.133619160676
economically, livid: 0.301857191049
facilitated, hurt: 0.787166109441
destructive, shaky: 0.325924107169
certainly, pre-published: 0.0
environmentally-friendly, fried: 0.0
cowardly, treaty: 1.30640508873
forgotten, inspirational: 1.78559163113
defective, sufficient: 1.70260193056
spooky, well-documented: 0.0
perfect, senseless: 0.565925159743
active, mortal: 0.334938829362
broke, treated: 0.116670722199
guys, well-established: 0.0
keen, married: 1.34743741334
crazy, paid: 0.637652454849
incapable, non-self-executing: 0.0
nascent, pointless: 0.764202063011
classical, moronic: 0.247729698429
best, diversified: 0.993798790003
fast-switched, well-established: 0
cleared, confident: 1.70852103923
multicultural, seropositive: 0.475138185817
nice-looking, quickest: 0.0
quieter, timelier: 2.99347664173
as, mid-sized: 0.0
detrimental, holier: 1.29696433976
clean, even-handed: 0.0
loud, two-thirds: 0.0
conducive, unachievable: 2.86963355287
forthright, underdeveloped: 0.523281154245
promising, them: 0.562954836107
frantic, inevitable: 1.95224432136
extirpated, racked: 0.551718255528
self-serving, weii: 0
ma, rusted: 0.844700103751
dubious, irate: 1.56493513103
authoritative, splendid: 1.44158951686
absolute, nut: 0.824104012199
distinct, salutary: 1.44284479691
interest, stir-crazy: 0.0
prevailing, undignified: 0.347784499676
divine, flexibility: 0.759947450041
firmer, strongly: 2.19712934987
nigeria, unfilled: -0.234612614299
fake, marginal: 0.772496016662
absent, longer: 1.02797871754
authorised, sane: 0.0
incompatible, need-to-know: 0.0
declared, recognized: 2.51289533233
macabre, truly: 0.479445745206
implacable, infeasible: 1.81239230832
co-chairperson, fancy: 0.0
shipshape, violent: 0.425768225
inconvenient, practicable: 1.99554615211
calming, practically: 0.18260604783
pray, verify: 1.01078642573
cute, regular: 0.524697727681
exhaustive, negligeable: 0.0
available, impractical: 2.0623316279
functioning, swearing: 1.00864422019
flame-retardant, sublime: 0.0
relaxing, well-structured: 0.0
unconvincing, widening: -0.179785384861
pending, richer: -0.361908474651
fierce, liberated: 1.35001451519
responsible, unsustainable: 1.67657872994
dire, heinous: 2.25314001327
crafty, firm: 0.216226122479
-mentioned, cognizant: 0.0
neat, vested: 0.09615449246
all-round, swearing: 0.0
afterwards, non-binding: 0.0
achievable, milder: 0.077883804727
thorough, unbelievable: 0.535746435539
fast, unsuitable: 0.66633314779
frequent, funny: 1.18264687492
kane, safe: -0.614985675158
eighth, well-prepared: 0.0
preferred, selective: 1.41366485747
beneficial, therefore: 1.23066642384
muted, unresolved: 1.99502505997
founded, irritable: -0.389433300852
doin, insane: 2.16492975124
free-of-charge, organic: 0.0
flexibly, savage: 0.246274223643
costly, wide-ranging: 0.0
overwhelming, unresolved: 0.950601647091
around, defined: -0.166921313121
hourly, otherwise: 0.11720410903
authoritative, busy: 0.131324599967
promptly, supreme: 0.533140446692
abhorrent, regardless: 1.30380440058
these, unsustainable: 0.759062025388
lacklustre, safeguarded: 0.0
frigid, unwelcome: 1.60664387924
astounding, well-developed: 0.0
debatable, moist: 0.958110461726
marty, prior: -0.029955785248
dark, further: 0.410687577709
emotive, multi-layered: 0.0
pitch-black, recognizing: 0.0
obese, vast: -0.18557228124
at, graver: 0.206174737223
distasteful, inspiring: 1.72750294522
self-explanatory, smoother: 0.0
know, psychological: 0.974127874395
less, user-friendly: 0.0
inequitable, unambiguous: 2.23052943756
lighter, pleasing: 1.7965314141
environment, merciless: 0.093943820618
handled, reprehensible: 0.742665726735
over-the-air, worried: 0.0
indian, term: 0.094822527111
propitious, truer: 2.0501711281
non-compliant, sexy: 0.0
emphasise, trendy: 0.0
bi-directional, cost-effectively: 0
democratic, ggood: 0.0
cabbage, crystal-clear: 0.0
generous, to: 0.0
economic, flexibility: 0.596278266764
commenced, indigent: -0.02622201938
crushed, prolonged: 0.688138725906
defeated, overpriced: -0.612723681584
ecological, wacky: 0.966352498371
rapidly, vice-chair: 0.0
gracious, plenty: 1.242712296
incompatible, pricey: 1.72460059034
other, thought-out: 0.0
darkest, realistic: 1.09012108789
committed, identical: 0.369077060831
proportional, unimaginable: 1.47789464952
broke, harder: 0.744956973598
chubby, useless: 1.30477830976
amusing, informed: 0.678751490868
psycho, unconditional: 1.49656638904
fast-growing, suspicious: 0.0
inadequate, unlimited: 1.54106141358
impeccable, regularly: 0.876765794077
iike, modified: 0.0
early, stupider: 0.084669749243
clean, repayable: -0.127422035056
instable, unified: 1.3051546876
logical, wide: 0.848935747449
afraid, peculiar: 0.995882075713
begin, east: 0.836005267247
back, representative: -0.013790039906
phony, powerful: 0.412208181049
opportunity, reported: 0.203112102269
culpable, spontaneous: 0.675203714326
imperceptible, multicultural: -0.278024954073
enlarged, jam-packed: 0.0
minuscule, unlikely: 1.47571572035
educational, seamless: 0.580801832087
snug, spicy: 2.15579560688
tighter, ultra-hazardous: 0.0
emaciated, sturdy: 1.89166484227
defensible, productive: 2.03852733025
lethal, nervous: 1.30329198876
firstly, stoned: 0.435141026722
certain, honest: 1.08045903095
go, prestigious: 0.22011484412
antiquated, callous: 1.38754315357
merciful, warmer: 2.10553150186
understanding, vain: -0.041020347817
aforementioned, rogue: 1.14072272126
original, requested: 1.28619912898
elite, freak: 1.26554419123
multi-threaded, wretched: 0.0
frustrating, gaunt: 0.961110092074
affected, uninsured: 1.70421058558
executable, faster: 1.41033997282
indecent, these: 0.578908346043
violated, wish: 0.388092577296
two-pronged, unwelcome: 0.0
overlooked, vice-chair: 0.0
eighth, moody: 0.256215147447
closed, hurtin: 0.083161415305
accountable, immaterial: 1.3466204822
labour-intensive, preliminary: 0.0
challenged, inaudible: 0.169938970556
loaded, scarcer: 0.851396294511
dual, peripheral: 1.3042057461
affluent, outrageous: 0.940737908592
responsibility, wacky: -0.418034559536
leave, treacherous: 0.772708382844
idiotic, wait: 0.502986712744
bleak, closer: 1.51889141115
innumerable, weighted: -0.130547744548
lovely, timelier: 0.368108292562
interest, repeating: 0.12445763096
prior, sir: -0.009317200228
low-skilled, pathway: 0.0
elegant, kind: 0.845461227768
intractable, need-to-know: 0.0
incompetent, seamless: 0.416963866163
controversial, gay: 1.44958460227
mind-boggling, super: 0.0
cold, mysterious: 1.24019077893
distressed, lit: 0.451659691179
reasoned, substantive: 2.1810104834
builshit, lengthy: 0.0
rampant, stupide: 0.0
iil, influential: 0.0
sizable, stifling: 0.321626306323
distant, knowing: 0.739066986641
sobering, unfeasible: 0.808791066507
overburdened, stunning: -0.18823815099
expedient, unattainable: 2.27595554621
democratic, unfortunately: 1.18965280099
eleven, upfront: -0.044598970078
cranky, farther: 0.694526437848
dense, reimbursable: 0.533660338579
flagrant, modern: 0.779411432713
immature, upper: 0.676349378837
scalable, slender: 0.941849974692
alien, copacetic: 1.36922763638
approved, at: -0.055468366617
doin, rewarding: 0.747461158349
inconclusive, mental: 0.731708695444
loveable, well-deserved: 0.0
