10, independent: 0.0
dumb, self-sustaining: 0.0
encouraged, truer: 0.333730889207
back, treated: 0.27352075366
rebatable, unspoiled: 0.0
massive, pleasant: 0.462571641405
fbl, historic: 0.0
easiest, fancy: 1.38587251861
entrenched, female: 0.506173682155
comin, observant: 1.06824622664
obligatory, reprehensible: 1.02292348917
eventually, risky: 1.15408738579
abundant, gone: 0.614147270234
equal, ill-defined: 0.0
degrading, integral: 1.14582008411
logical, rigorous: 1.79172493605
costlier, scarcer: 6.01494265768
dedicated, loveable: 1.35860441765
identify, mainly: 0.42461596805
organized, surreal: 0.380731490637
irritated, particular: 0.611627619299
hard, reprehensible: 0.922051475555
decided, hurtful: 0.30479837908
gutsy, mental: 0.931494271053
mean, nigh: 1.33839698427
reason, sweeter: 0.796969545467
respected, simpler: 0.068202122841
chosen, emblematic: 0.827590483211
cuter, disorientated: 1.63630140471
disciplined, roll: 0.451165228674
aggrieved, considerable: 0.54725284522
well-organized, withdrawn: 0.0
hasty, tragic: 1.91477804152
concerted, repeated: 1.9976166433
nigeria, ruthless: 1.41579286134
dependable, numerous: 0.66051064139
alive, tedious: 0.436831271855
furious, stepped-up: 0.0
dual, nearby: 0.208182530366
flat, ignored: 0.779807470374
life-threatening, vocational: 0.0
authentic, disingenuous: 1.30885149972
bro, cattled: 0.0
painless, puzzling: 1.23055083377
constrained, overweight: 1.31877709456
motivated, operational: 0.520378913714
brillant, culpable: 1.03324831898
boy, obscene: 1.31800051102
distinguishable, non-self-executing: 0.0
burdensome, twice: 0.530702477037
complete, good-looking: 0.0
drier, unsettled: 2.6565525897
intolerable, untraceable: 1.96076408905
corresponding, low: 0.519627399303
hlv-positive, unethical: 0.0
depressed, unaffected: 2.64364671239
dormant, over-optimistic: 0.0
modest, sell: 0.517736847855
obtainable, physically: 0.774458162337
evening, legally: -0.080855349894
listed, remediated: 1.5302303219
steadfast, sultry: 0.118013909845
pale, preponderant: 0.881284041164
evey, surrounded: -0.143823301957
broadest, coordinated: 1.92687457813
blurred, come: 0.678820672334
inter-related, particularly: 0.0
defined, dependent: 2.10786784656
gutsy, nuts: 1.28559543372
impatient, state-funded: 0.0
pleasant, primary: 0.26343675639
ail, strange: 0.65141839195
franco, larger: 0.116813987029
annoyed, salute: 0.78395033746
above-board, pitch-black: 0
abnormal, jeopardized: 1.20706443452
folks, louder: 0.671074866434
abused, possibly: 0.429234010438
lucid, ungrounded: 1.11195122598
annoyed, time: 0.977298990414
useable, wretched: 1.06763685847
education, sacrosanct: 1.06095011946
longterm, unrealistic: 1.33311629344
entrenched, high-tech: 0.0
awaken, identify: 2.24203477156
creative, routine: 0.235084251881
in-progress, laughable: 0.0
cooperative, paramount: 0.751092347688
allright, quoted: 0.832996633864
exquisite, sappy: 2.14603489087
democratically, illusory: 1.81125611397
organized, personal: -0.27068710226
immaculate, pro: 0.704597587082
amended, well-timed: 0.0
fundamental, horrific: 0.781098162119
geographic, motivation: 0.723428676103
conservative, inaccurate: 1.71218823087
inalienable, resilient: 0.735986028742
impractical, sick: 1.99320348142
for, illiquid: 0.069561526374
responsibility, unattainable: 0.261399709265
alternate, extraneous: 1.80964209365
north-east, supra: 0.0
plentiful, sure: 0.903361397174
vigilant, well-off: 0.0
legendary, material: 0.076130270284
cross-border, luck: 0.0
swifter, zesty: 0.962713704017
adopted, impeccable: 0.326028567353
familiar, motivated: 0.720738876054
relieved, serene: 1.75398735456
increasing, slippery: 0.071137229575
heartbroken, ideal: 0.352416477242
opening-up, skinny: 0.0
enforceable, tough: 1.08062819388
remote, valuable: 0.986882014995
elaborate, near: -0.000939817307
ma, weird: 0.85695240637
desirable, wished: 0.979449199493
iike, specialised: 0
especiaily, well-established: 0
iilegal, non-competitive: 0
raison, unclear: 0.35329562761
appreciated, th-that: 0.0
ggood, operated: 0.0
reachable, shy: 2.60461890633
agreed, obsolete: 0.057988907094
forthwith, noisy: 0.297701822361
disabled, savage: 0.663202720585
elite, prohibited: 0.404894128686
frantic, relieved: 1.85423762612
affected, nearby: 1.0155750921
deposited, routine: 0.484639694414
crass, unprecedented: 0.629017275985
fixated, vegas: 0.800345392319
forthwith, preponderant: 1.55895765324
bereft, up-to-date: 0.0
batty, rooted: 1.34616582458
careful, running: 0.376630133783
selected, treble: -0.529687237415
fifth, irrelevant: 0.327985812457
eccentric, stress-related: 0.0
engaged, hazardous: 0.749252903803
resident, untouched: 0.10625729033
finally, flat: 0.103217672343
cracked, unimportant: 0.133139757322
disagreeable, interesting: 1.91336500745
lenient, opposed: 2.01502457984
predictability, theoretical: 1.46461622266
accessed, mandatory: 0.496360680303
detrimental, need: 1.01979963349
sombre, together: 0.32068404789
security, temporarily: 0.958281792681
internationaux, uh-huh: 0.0
non-competitive, over: 0.0
conventional, humiliated: -0.134626458866
brand-new, undecided: 0.0
audacious, fresh: 0.891957506612
inquisitive, tiny: 1.3864242576
unharmed, unsavory: 0.980755545533
mind-boggling, smokin: 0.0
bummed, regularly: 0.207065484082
life-long, sunny: 0.0
bare, modernizing: -0.163823906411
corrigendum, unjustifiable: 1.13707828786
accessible, tiring: 0.875222464073
below, ubiquitous: -0.372580049161
exhausting, foolish: 1.61217758161
infeasible, prohibited: 2.02948510473
broad-based, certifiable: 0.0
heated, political: 1.02621144851
finest, ugly: 0.599428689557
admissible, overworked: 1.00113508258
devastating, disastrous: 4.48692833917
foolproof, up-to-date: 0.0
axiomatic, fewer: 0.77068475057
high-tech, thicker: 0.0
hiv, splitting: -0.341500134385
brillant, neighbours: 0.0
alone, canceled: 0.445011943399
clueless, finally: 0.438077085735
evey, well-filled: 0.0
abreast, labour-intensive: 0.0
aforementioned, watchful: 0.173058326949
multi-disciplinary, well-reputed: 0
hope, mobile: 0.378279611125
benign, extirpated: 2.57675887088
economical, striking: 0.819586930512
recommended, unabated: -0.543237276079
desolate, favourable: 0.0
delirious, retrievable: 0.719576120038
uppermost, violated: 0.563487070535
kinda, minor: 0.015225969586
picky, run: 0.265597976806
baseless, ruthless: 0.983675643493
mama, neighbours: 0.0
creative, non-competitive: 0.0
dispute, untenable: 2.05207512991
carsick, pro-active: 0.0
definitive, normal: 0.320099187042
compliant, unsanitary: 1.27841551707
gaunt, zesty: 0.005126720466
satisfying, wacky: 1.70805102477
brightest, short-sighted: 0.0
representativeness, through: -0.112453584789
eleven, splitting: 0.639263552374
apolitical, disagreeable: 2.83296410622
lucid, terrible: 1.23091308289
ephemeral, lackluster: 1.22682967303
handling, mere: 0.153573036683
flexibly, well-known: 0.0
funky, lower: 0.547687299696
hooked, richest: 0.927659818089
flavorful, singular: 1.10728488121
manageable, nationwide: 0.367853471746
running, sobering: 0.276796971054
distinct, profound: 1.8289523765
looser, willing: 1.41843503742
elementary, enhanced: 0.000792640613
protected, unremarkable: 0.686459709666
dull, imperfect: 2.04804667983
frankenstein, hope: 0.677908128602
like, prompt: 0.829950919787
observant, ungrounded: 0.54386700041
called, solemn: 0.294494198701
gruesome, unnatural: 2.92196096497
puny, sluggish: 2.35677772563
also, observed: 0.05809596615
decisive, graceful: 1.52327414708
earliest, incompetent: 0.023475402392
disabled, thankful: 1.47799498821
forthcoming, unconscionable: -0.513569412885
geek, ridonc: 0.0
careless, undetectable: 0.492333582692
degrading, total: 0.254618468804
antiquated, slimmer: 0.283737925189
engagement, grim: -0.308360982085
involved, pathway: 0.663257178092
compelling, dodgy: 0.566134269049
goofy, rich: 0.441158214376
fitting, unforeseen: 0.777343821445
unchanged, uncomplicated: 2.13222260762
onboard, unaltered: 0.236543519012
stern, well-organised: 0.0
economical, particular: 0.368572795508
exhaustive, obstinate: 0.783870388935
medium-sized, monstrous: 0.0
blind, courageous: 1.61726621035
middle, shallow: 1.64872504394
disorientated, hunger: 0.775821222684
ma, refusal: 0.683347274
-ready, slow: 0.0
imperceptible, youth: -0.683658293526
by, optimal: -0.037436925605
get, insubstantial: 0.29033767508
unseemly, watchful: 1.45690081712
information, surely: -0.278402010262
realizing, worthless: 1.05442810933
black, long-winded: 0.0
co-financed, conclusive: 0.0
darker, enriching: 1.56635117797
larger, legal: 0.357245321809
passionate, unfathomable: 0.789518759977
inexpensive, testy: -0.14574645275
prudent, truly: 0.665939679693
costly, well-founded: 0.0
ggood, heavier: 0.0
reaching, spotless: -0.156777791377
honoured, multiple: 0.0
glad, heartbroken: 3.92971385406
super, unconventional: 0.672378340901
complicit, end-to-end: 0.0
tedious, untraceable: 1.79109506563
momentous, thoughtful: 1.90106157136
brittle, identify: -0.103467930667
green, violated: 0.265937135877
adequate, unharmed: 1.32955820357
contained, talented: -0.352310658206
heterogeneous, illogical: 1.83248326992
ghastly, lonely: 1.84257905843
fairer, safeguarded: 2.05124555426
richer, warranted: 0.295847249483
enormous, panicked: 0.472748386363
perfect, us: 0.867447276243
fertile, lengthier: 0.958927240916
co-financing, ill: 0.0
find, user-defined: 0.0
categorical, prettier: 0.442636184173
particularly, pertinent: 0.91458580353
cowardly, screened: -0.378529667383
chloe, ludicrous: 0.713670009145
multiple, stillborn: -0.072637291766
demand-driven, s-sorry: 0
living, potent: -0.431115433088
heavy-handed, useful: 0.0
horrible, non-existent: 0.0
elaborated, unused: -0.351021744837
equitable, twelve: -0.153423429157
history, non-existent: 0.0
hardworking, pretentious: 1.6625591081
also, kidding: 0.329277197902
infeasible, vis-: 0.0
competence, susceptible: 0.833989300995
fruitful, ravenous: 0.28889596295
corresponding, freak: 0.091164399519
lousy, minor: 0.916714583527
anonymous, bottled: 0.920293200049
inoperable, secretive: 1.16164141973
midget, optional: 0.656455257472
awol, conscientious: 1.21158020768
cost-effective, quicker: 0.0
awaited, prestigious: 0.783828947467
business-friendly, urgent: 0.0
functioning, optimistic: 0.812442171703
disingenuous, seropositive: -0.568179825199
self-sustaining, yourself: 0.0
especially, twisted: 0.198694051359
obsessed, shameful: 1.63609545462
profitable, sore: 0.711648878694
fascinated, high-tech: 0.0
compelling, dearer: 0.460360335598
nosey, startled: 0.0
enhancement, geographically: -0.234439267235
affixed, authoritative: 1.11775855762
absolutely, scarlett: 0.300623005769
environmental, viable: 0.273138818431
mindful, non-compensatory: 0.0
taller, working: 0.081168974823
intended, korean: 0.335196724528
cruel, huge: 0.880263977142
away, requested: -0.053574782639
official, orderly: 0.947624745054
frigid, migratory: 1.65497996828
answerable, respectable: 1.23571121078
rash, specialized: 0.543052605421
inescapable, unanimous: 1.12948186809
multi-faceted, sweet: 0.0
iovely, requested: 0.0
hence, inaccurate: 0.437629807504
fair-minded, stranger: 0.0
based, madness: -0.103491021676
shit, single-ranked: 0.0
neat, sociable: 2.65839889997
better-iooking, booked: 0.0
ferociously, professional: 0.457462715979
equivocal, hungry: -0.040909360065
innumerable, restored: -0.195437117122
mind-boggling, suspect: 0.0
dorky, received: -0.151961470229
representativeness, warranted: 1.92350750369
continuous, possibly: 0.054454065109
frazzled, freer: 1.34185446568
ecologically, vacant: 0.161189757297
exposed, multi-disciplinary: 0.0
intermediate, prick: 0.032611556785
spent, whilst: 1.07845365749
italian, reasonable: -0.206810482533
alone, whassup: 0.334955966239
affixed, winning: 0.159355392596
inconclusive, overworked: 0.944947793434
fools, therefore: 1.20817355764
actionable, gracious: -0.340135732868
deceptive, inquisitive: 1.66931505431
bastard, top: -0.049719737747
deposited, nude: 0.199840004043
instable, scaleable: 1.08790509381
stranger, superficial: 0.775392328676
public, reinforcing: 0.505635732594
objectionable, state-run: 0.0
bravest, succeed: 1.30379512624
eco-friendly, leaner: 0.0
acceding, adversarial: 1.73585598644
shaking, unresolved: 0.098597906929
circumneutral, co-ownership: 0
pleased, unchangeable: 0.21964927471
compatible, smarter: 1.64254839449
commercial, optimal: 0.754298676619
initially, seropositive: 0.885796527078
associated, juicy: 0.277242269151
non-discriminatory, why: 0.0
extraordinary, wetter: 0.172638233085
livid, unforeseen: 0.50624946694
neurotic, that: 0.113449041482
enhancement, here: -0.256098164493
disconcerting, good-looking: 0.0
multifaceted, seductive: 2.20470385236
co-ownership, grave: 0.0
fools, korea: 2.13356792171
generalised, substantial: 0.0
high, non-competitive: 0.0
across-the-board, due: 0.0
deeper, narrow: 1.83891238083
co-chairperson, priceless: 0.0
diseased, honoured: 0.0
bare, east: 0.249876291731
biased, short-sighted: 0.0
distant, seventh: 0.60432851051
phony, time-sensitive: 0.0
sobering, valid: 1.63409946421
better-iooking, homesick: 0.0
inefficient, to: 0.0
compared, dumb: 0.507486431076
overkill, thin-skinned: 0.0
house-trained, luckier: 0.0
confident, synergistic: 2.07484248333
distracting, turned: 1.00725940883
certified, wise: 0.413349410937
ioaded, violated: 0.0
nasty, stylish: 0.997946745623
constant, meaningful: 1.52932309
illegal, unwell: 0.929724293503
reduced, youthful: 0.414460312652
historical, past: 1.11822189502
minuscule, sure: 0.700308648292
searchable, sound: 0.261998971198
muted, nominal: 1.59125194366
non-exhaustive, theoretical: 0.0
thankful, well: 1.10209227778
apposite, careful: 1.01814246637
heartbroken, required: -0.385498620437
finer, results-oriented: 0.0
related, thanan: 0.0
actually, estimated: 0.606212518367
crass, facultative: 0.568229356253
poisonous, slim: 0.386649409183
government-owned, injurious: 0.0
ping-pong, unimpressive: 0.0
defenseless, inaudible: 1.45214744464
bad, public: 0.653092671495
directly, proven: 0.645407185977
goal, unwell: -0.296080088772
industrialised, precise: 0.0
obsessed, policy: 0.498621327431
iovely, kinky: 0.0
plausible, understandable: 2.60496809052
authentic, severely: -0.748874917314
checked, launching: 0.152184932249
dope, matched: 0.126779310075
practically, undemanding: 0.89478994421
memorable, plausible: 1.67569393471
instable, welcomed: -0.473025004699
promising, self-reliant: 0.0
diverse, fun-loving: 0.0
nude, reinforcing: 0.142354580013
exciting, new: 1.57098633494
candid, indisputable: 1.27064198221
substantial, vivid: 0.841972297718
african, idiotic: 2.15539774372
dim, egocentric: 1.37110597394
brilliant, equivocal: 1.33817932965
audacious, flexible: 0.714023541978
internal, missy: 0.090196776799
curious, interesting: 3.66568007837
monitored, perfect: 0.081117356419
blank, mightier: 0.714178378127
pitiful, preferred: 0.44297744986
blunt, prior: 0.388062926929
insulting, non-compensatory: 0.0
fools, garbled: 1.4002284492
heeded, progress: 0.446060400779
cleanest, empty: 1.07687265691
traumatic, underdeveloped: 0.913700045002
free-of-charge, slender: 0.0
humbled, unforeseeable: 0.834780801097
announced, hurry: -0.133336627189
miserable, permitted: 0.5720041172
braver, gratuitous: 1.32841587429
brisk, clarify: -0.637644477832
double, yourself: 0.210011845437
admiral, reckless: 0.412423567488
charged, honest: 1.31537480971
curious, magnificent: 1.52408581523
demented, unattainable: 1.38854697619
