light, recognising: 0.0
possible, problem: 0.808086765682
instrumental, opposed: 2.07162162927
atrocious, medium: -0.218202814559
considerably, tougher: 2.34730998552
secured, troubled: 1.01283017809
identify, poorer: 0.495884610381
futile, unfriendly: 2.27617590677
endemic, intricate: 1.13910581027
apace, listed: -0.052716135559
adjusted, inevitable: 0.716133185545
drier, inexhaustible: 0.155596603468
furthest, vice-chairman: 0.0
concise, hey: 0.333330634874
negligible, tardy: 1.35928359689
substantive, unfavourable: 0.0
cherry, supported: 0.53312767664
abolished, undeniable: 0.585868237023
changing, kidding: 1.49664438093
creative, wonderful: 2.30506453679
convincing, peaceful: 1.1883839868
responsibility, seminal: 0.53261177705
horrifying, sizeable: 0.61977436852
minute, satisfied: 0.758590378015
faster, panicky: 1.07930253801
identical, unfortunate: 1.45568484151
stated, too: -0.150942283704
insupportable, troubled: 0.762825122944
death-proof, initially: 0.0
attention, compulsory: -0.166126615349
daft, loaded: 0.253299459703
embedded, need: 0.52333814266
freedom, insolent: 1.23896566058
selective, topnotch: 1.07981926689
astounded, high-tech: 0.0
easy, unused: 0.879882096094
asian, well-tolerated: 0.0
doing, firmer: 0.464469724296
drunk, nosy: 2.54097948296
hilarious, marginalized: 0.596884087732
entitled, excited: 0.718664120482
flawless, unfavourable: 0.0
batty, best-known: 0.0
characteristic, marvellous: 0.0
by, discussion: 0.065838971551
established, fuller: -0.246831285864
equitable, unfettered: 2.09683591401
pursuant, really: -0.006587655912
costlier, impatient: 1.86708507989
batty, immeasurable: 0.392950284466
inquisitive, wide-ranging: 0.0
thorough, worthless: 0.762070840795
illusory, searchable: 0.33308326801
well-behaved, well-served: 0
fragile, greener: 0.320324359567
depressing, west: 0.83353243413
economic, girlie: 0.597920147493
principal, worthwhile: 0.421806089273
arbitrary, basic: 1.92193369027
celebrated, powerless: 0.185810892569
desirable, goal: 0.550500497665
mindful, surely: 1.36957346998
bull, longest: 1.88691175313
home, unhappy: 0.682124940365
uncomplicated, well-managed: 0.0
recurrent, under-funded: 0.0
prepared, vital: 0.733886511801
exclusive, overloaded: -0.089221167772
lightweight, unsure: 0.005246403949
disappeared, precisely: 0.384532877312
hon, maximum: 0.377892067813
refrigerated, s-sorry: 0.0
grumpy, sell: 0.374969226656
bloodied, independent: 0.940265657695
ingrained, unproductive: 1.31828204118
begin, nauseous: 0.480903296303
brighter, dim: 5.36891228135
handy, rarest: 0.742416181324
affected, impermissible: 0.268055555382
elected, usually: -0.05053275354
cheesy, moron: 2.81726785646
disagreeable, handling: 1.26721618152
commended, sell: -0.10594017514
near, richest: 0.514112377869
erected, euphoric: 0.023926167756
crazed, public: 0.157676030838
active, micro: 0.924749048877
hurting, under-funded: 0.0
healthier, shot: 0.093962799852
unhurt, unpublished: 0.40957344269
profitability, righteous: 0.320722450799
brilliant, mobile: 0.102007587985
cheesy, intriguing: 2.28771041784
dainty, one-sidedly: 0.0
overlooked, pleasant: 0.970859470068
a, set: 0.0
correctly, heavy: 0.396040117014
cleanest, distributed: 0.960640938365
able, them: 1.15713445884
edible, like: 0.800628718399
grouchy, nineteen: 0.193899035762
early, obsessed: 0.19480568091
cracked, wreckable: 0.0
flaccid, hey: 1.56392066477
destructive, needed: 0.47778893902
clara, surprising: -0.274468169725
irregular, therefore: 1.49433111467
labour-intensive, micro: 0.0
ensuring, new: 0.217115894117
clueless, progress: 0.133772902304
accessible, self-financing: 0.0
19, edible: 0.0
distinguishable, less: 0.790800262439
terrifying, unfathomable: 3.48493976725
committed, naked: 0.105011391625
afflicted, race: 0.240647923573
lucid, single-ranked: 0.0
attended, good-natured: 0.0
best, planning: 0.174345058674
reachable, wierd: 0.624515946172
affluent, industrial: 1.81249460275
disastrous, perpetual: 1.01354742113
greener, inconsiderable: 0.068102555114
deplorable, wider: -0.022612323468
disorientated, scientifically: 1.31209750885
broken, simple: 0.798056934651
amended, traditional: 0.158800908334
finished, seductive: -0.222022730683
mortal, speaking: 0.204761205077
fragmented, these: 0.748841406933
magic, true: 1.93703758828
furthest, glamorous: 1.25197971996
ageing, worded: 0.0
exactly, urgently: 0.806530877072
authentic, unlawful: 0.624242868548
horny, psychogenic: 1.94099155714
certified, honoured: 0.0
calm, considerate: 3.92011092702
dirty, informal: 0.825970894389
holistic, purty: 0.695393544459
-lncredible, inconceivable: 0.0
filed, unharmed: 1.29353249301
locked, non-binding: 0.0
contradictory, high-availability: 0.0
free, justification: 0.478330657412
anticipated, anywhere: 0.462919878446
inconsistent, unlimited: 1.5241885022
psychological, whassup: -0.107408645037
horrifying, oral: -0.076942708625
ensuring, korean: -0.098224599776
designated, rusted: 0.270348892648
all-embracing, surreal: 0.0
re-routed, unfettered: 0.0
last-minute, north-west: 0
phat, restricted: 0.202039862895
emotive, results-oriented: 0.0
geographically, undamaged: 1.01880394239
taken, user-friendly: 0.0
alarmed, doctor: 1.0885340351
ambiguous, longstanding: 1.26585262043
flame-retardant, predominant: 0.0
due, efficient: -0.318795833369
conventional, lazy: 0.241205563718
older, six-year: 0.0
fatal, referenced: 0.234598733852
adorable, unprepared: 1.20534429784
disturbed, freer: 1.01729090623
fucking, painful: 0.747816431714
funky, watchful: 0.679790755543
overdue, overworked: 1.31223562779
fulfilled, swift: 0.709911454495
crippled, invalid: 1.39375154499
seductive, well-placed: 0.0
sell, woken: -0.059893173247
extirpated, killed: 2.77456944051
environment, fast-switched: 0.0
homicidal, lofty: 0.243381386588
disgusting, ungrounded: 1.41395615636
etc, graver: 0.897622357619
patentable, self-governing: 0.0
fairly, optimal: 0.769703289148
lucky, stubborn: 2.02014235747
moving, tied: 0.829143274612
above-mentioned, simplified: 0.0
quicker, well-done: 0.0
a-okay, lethal: 0.0
losin, technically: 0.549383699284
back, southwestern: 0.42041570939
definitive, embedded: 0.710353061624
emphasise, nearly: 0.0
desired, terminated: 1.05637529106
expanded, stuffed: 0.510520179418
adulthood, creation: 0.477153445725
level, loving: -0.212177208388
condescending, ineligible: 0.554749820054
frequent, slower: 1.0214211624
resistant, suck: 1.33716815743
bloodied, planning: -0.787434606356
off-the-record, wise: 0.0
cruellest, lovelier: 3.66093322379
ggood, mandatory: 0.0
shit, surprised: 0.801594158557
grotesque, spectacular: 2.24614006624
back, perfectly: 0.684496277779
om-mazing, unsound: 0.0
illiquid, uniformed: 0.295504375144
reasonable, reciprocal: 1.88253601427
heterosexual, temporary: 0.704390022282
ecstatic, released: 0.695490576678
newer, secondary: 0.877614569348
horseshit, yourself: 2.42240458589
note, question: 1.30716758768
specific, suspicious: 1.88751700046
inadmissible, self-reliant: 0.0
north, snug: 0.837067033565
arming, foolish: 1.43189714124
ecologically, knowing: 0.50206303943
essentially, key: 1.10606772142
crucial, deceased: -0.052880628521
publicly, pure: 0.530772548007
grotesque, stumpy: 2.28249184855
disingenuous, kind: 1.46541841598
midget, vocational: 1.25149252802
fully, moderately: 1.46365720146
substantive, suitable: 0.860434525702
doin, varied: 0.405782254022
fearful, info: 0.112577760143
gone, widely: -0.051101196755
any, mobile: 0.240692168061
dazzling, terminated: -0.326089114161
apposite, worrisome: 1.63881875142
absent-minded, built: 0.0
distinguished, redundant: 0.275750421216
authorised, financed: 0.0
happiest, unmistakable: 0.128815119017
impartial, recommended: 1.05707758196
co-chairperson, fierce: 0.0
illiterate, striking: 0.303327832345
reversed, theoretical: 0.47795047727
durable, mandatory: 0.866591820701
forlorn, high-availability: 0.0
concluded, unfeasible: 0.822255531347
internationaux, strong: -0.126436195081
bonnie, disjunct: 0.493956218699
academic, west: 0.52607914071
complicit, treble: -0.276711026313
acknowledged, brillant: -0.472391924587
generic, geographical: 1.51958332864
cost-effectiveness, truth: 0.0
early, gorgeous: 0.089505854979
compelling, well-targeted: 0.0
probably, well-suited: 0.0
unfortunate, utopian: 0.962316478278
aware, exemplary: 0.451958028586
ignorant, insolent: 3.82649866605
baby-sitting, overwhelming: 0.0
launched, political: -0.035456980879
laughable, lively: 0.786104919762
confusing, former: 0.072831677935
idiots, sizeable: 0.452044539707
meaningless, meaningless: 8.31906674805
abysmal, minus: 2.5830714041
huge, workable: 0.446168705044
iegitimate, substandard: 0.0
non-transparent, race: 0.0
equivalent, nothingg: 0.0
beloved, unreal: 0.732845235665
co-chairperson, secretive: 0.0
disjunct, exponential: 1.65098864528
at, surreal: 0.473175780329
additionally, scary: -0.345268763373
again, persuasive: 0.605089850171
distracted, startled: 3.18087623601
stiff, volatile: 0.893872603883
deprived, watchful: 0.453553481769
flattered, stark: 0.599908024806
legibly, proven: 0.701896484251
persistent, preposterous: 0.903318839777
lacklustre, rooted: 0.0
above-board, reiterate: 0.0
droll, treble: 1.07310619688
bad, recognising: 0.0
antiquated, turbulent: 0.536495414117
distraught, given: 0.237490029147
renowned, state-of-the-art: 0.0
disingenuous, first: 0.144560203287
kid, muted: -0.229774136572
jeopardized, l: -0.262894148816
just, undeveloped: 0.520551943181
engaged, insignificant: 0.504905322809
audacious, transparency: 0.149533977014
reduction, unrestricted: 1.05558660855
going, set: 1.13897758682
closed, muscovite: 0.339241844568
infamous, unpleasant: 1.97597440826
died, overkill: -0.174066576778
badly, unaware: 1.05971643147
clearest, mere: 1.13897905937
domestic, unbelievable: 0.485621620262
laborious, weird: 1.68102425041
pray, stellar: -0.572178772886
lead, marvellous: 0.0
awkward, disappointed: 1.73128392035
destabilizing, industrialised: 0.0
before, supreme: 0.419458372819
feeble, remote: 0.686294261883
blended, vested: 0.591678779054
multi-ethnic, simply: 0.0
improving, unofficial: 0.489571966576
immaculate, well: 1.18731317701
reiterate, successful: 0.32790966712
inconspicuous, reassuring: 1.47596414647
forever, straight: 0.910749603007
refined, unprejudiced: 1.08178375012
good-looking, primary: 0.0
bizarre, high: 0.242961374627
abolished, funky: -0.248879564484
released, zero: 0.081340853908
dubious, establishment: 0.561073853191
confused, organized: 0.496939257739
state-run, very: 0.0
speedy, used: 0.097751209988
rough, sympathetic: 0.733673080258
easy, orderly: 1.83105383411
cruel, pale: 1.6132846949
constant, trendy: 0.491454350322
inside, unwise: 0.167228530384
anomalous, gorgeous: 0.521916641875
grass-roots, regularly: 0.0
liberal, petite: 0.748934277266
innocent, nobler: 1.77665051482
secretive, spontaneous: 1.21572713916
-me, nicer: 0.0
ill-treated, smokin: 0.0
naturalistic, uninsured: 0.91769374103
seldom, stupid-looking: 0.0
authorized, well-founded: 0.0
treaty, well-planned: 0.0
accountable, matched: 0.566700329361
admitted, french: -0.618884550084
move, well-controlled: 0.0
noisy, odd: 1.81191427456
excellent, hunger: 0.061155230949
extreme, extremely: 1.34471649532
flush, trendy: 0.991419545669
spent, wasted: 4.37731969712
rife, specify: 0.199590154658
competence, ghastly: 0.642240775529
adopted, vicious: 0.683587090561
cost-shared, freest: 0.0
potential, sophisticated: 0.631477819549
addition, undeveloped: 0.310629480006
intentionally, interestedin: 0.0
corny, lifelong: 1.27329186606
complementary, stoned: 0.016129276641
circumspect, mental: 0.217626860242
elle, trivial: 0.556245794159
beautifui, flourishing: 0.0
insurmountable, some: 0.521540423532
incongruous, injurious: 2.68848766345
self-sufficient, startling: 0.0
distressed, malicious: 0.79178798586
automatic, super: 0.818211896812
blunt, max: 0.100893337219
open-minded, thirds: 0.0
determinative, inviolable: 2.83416029073
challenging, psycho: 0.063382885339
acclaimed, authoritative: 1.87045044475
definitive, fundamental: 1.76371753147
fucked-up, ggood: 0
clerical, hopeful: -0.027121950322
mistaken, vital: 0.261458472811
elementary, sharper: -0.077069222168
ghastly, main: 0.447500338566
loaded, similarly: 0.283848934875
fruitful, steadfast: 1.85383187083
forgiving, over: 0.102337900964
short-lived, uneasy: 0.0
potent, triple: 1.36479930593
operational, short-sighted: 0.0
lively, slick: 2.12899015844
goodto, unbelievable: 0.0
ample, sane: 0.714410761627
charming, grand: 1.44589654954
effectiveness, elderly: 0.329806640488
enforceable, preferred: 0.760506506034
-ready, whilst: 0.0
based, spatially: 0.782878810391
-just, mortal: 0.0
even, inquisitive: 0.516958111357
disorientated, moderately: 1.10855902865
brillant, instable: 0.710035193933
aforementioned, shallow: 0.84926002991
statewide, thanan: 0.0
infrequent, so: 0.741763388664
compensable, well-off: 0.0
glad, inexpensive: 0.300777826245
a, mideast: 0.0
emotional, refundable: 0.909217346618
environment, unimaginable: 0.71937646529
neglected, underlying: 0.664755339485
ago, bastard: 0.284439339416
co-chairperson, installed: 0.0
hardto, sicker: 0.377069352172
interestedin, some: 0.0
distinguished, whatever: -0.224409840744
creative, regular: -0.047530091611
upper, worrisome: 0.456717716967
immediate, schizo: 0.077274096516
streamlined, unable: -0.022458568646
craze, unconscionable: -0.200121107041
cheaper, now: 0.975095833769
perilous, positively: 0.250414114141
delineated, hither: 0.125076638379
sovereign, talented: 0.458531540753
smokin, useful: 0.611506396861
unjust, vice-chairperson: 0.0
jurisdictional, pragmatic: 1.13349526042
degraded, require: 0.611013745823
intentionally, irate: 1.04317212115
fulfilled, inter-related: 0.0
favourable, firmer: 0.0
mistaken, stepped-up: 0.0
cross-border, forthcoming: 0.0
insufficient, successfully: 0.218984561808
prestigious, western: 0.459362464237
commendable, judicious: 2.80435631279
concerted, confused: -0.110029084175
icy, joyful: 1.82473242681
duty-bound, satisfying: 0.0
overworked, truthful: 1.16464230889
durable, mind-boggling: 0.0
nessessary, suicidal: 0.0
repayable, work: 0.582614156342
specified, spicy: -0.338709397257
foolproof, non-toxic: 0.0
newborn, wealthy: 0.566789390316
ineligible, stifling: 0.471667885179
initially, profane: -0.318774683047
chilly, effectively: -0.27285354321
deliberate, homosexual: 1.27897125936
surrounded, tough: 0.693129053557
demanding, long-lived: 0.0
costlier, nifty: 0.778376853117
isolated, run: 0.179816947504
administered, stout: -0.004793354567
inoperable, threaded: 0.847388765602
sadly, susceptible: 0.826372760021
mum, swearing: 0.831576623545
babe, intricate: 0.556701881739
immeasurable, indicated: 0.323384747846
speaking, sporadic: 0.245030292654
awesome, enduring: 0.736912290803
neat, wrongful: -0.122722764806
archaic, regularly: 0.630450774199
freezing, tolerated: 0.376048072469
degraded, onboard: 0.658194914871
unprotected, weary: 1.12800664913
obnoxious, progress: -0.345272784724
dual, instable: 1.00707948054
masterful, weirder: 1.65788804599
persistent, stupider: -0.082721351174
distraught, rock: -0.058637850723
legendary, wetter: 0.227822960132
counter-productive, sacred: 0.0
reasoned, self-governed: 0.0
iucky, simillar: 0.0
it, likable: 0.600178990816
lifelong, receptive: 1.28283034845
do, thin: 0.535308771924
recommended, stipulated: 2.69703931767
deader, unavailable: 1.46051654034
