mla, welcome: -0.208809581378
currently, sunnier: 0.306119215471
perplexing, state-of-the-art: 0.0
agreed, intentionally: 0.191167673155
begin, busy: 1.56673504418
complacent, high: 0.946818422904
hiv-infected, mindful: 0.0
overweight, varying: 0.765995511074
competitive, racked: 0.011888986466
divine, repugnant: 2.25751773141
drier, need-to-know: 0.0
determined, fit: 1.12972257669
combative, novel: 0.447233555734
ill, prodigious: 1.39233262906
impulsive, radiant: 1.37476770308
irresponsible, successfully: -0.112866074729
scanty, worried: 0.721964392699
amiss, non-competitive: 0.0
hungry, peachy: 0.857210930944
fundamental, transnational: 2.18145653618
intense, running: 0.639835228812
chickenshit, naive: 2.37402252274
inspiring, single: 0.20870478328
confident, insecure: 1.77516391914
abused, here: 0.461383960979
fbl, secure: 0.0
hungry, ideally: 0.339104578685
impressed, stay: 0.31124117847
silent, usually: 0.746074178554
brief, toasted: 1.13088344616
asked, fun: 0.485251131691
all-out, compared: 0.0
armed, contemporary: 0.415634377392
instable, minimum: -0.062035195795
indicated, respendable: 0.0
frank, luminous: 0.783661462614
indicated, spatially: 0.442604668047
livid, loco: 2.25471945347
mesmerizing, utilized: 0.673304638038
galore, timed: 0.760797061696
clearer, hiv: -0.489819433166
exceptionally, near: 0.503839585815
co-ownership, inter-connected: 0
adequate, doomed: 0.821881078133
annulled, lucky: 1.27921884453
honoured, sloppy: 0.0
private, swearing: 0.290764398005
alone, five: 0.934682971798
all, regular: 0.825368086777
enormous, stumpy: 0.664094364019
by-election, stone-cold: 0
sentient, sincere: 1.69585140834
nearby, teeny: 0.481399487993
leading, spontaneous: 0.230514890549
do, unimportant: 1.54851650263
costlier, out: 0.419937633041
glamorous, persistent: 0.190613064896
carefully, mimi: 0.361156002599
actually, owned: 0.11280778839
affected, stupide: 0.0
insufferable, understood: 0.31914510724
hypersensitive, indisposed: 1.87074342976
reckless, uncontroversial: 0.738046942234
magic, tight: 0.808134618923
obnoxious, thriving: 0.312692211257
inter-linked, unsustainable: 0.0
cross-border, solid: 0.0
grievous, stout: 0.840682521292
girlie, outrageous: 2.49021526224
finally, too: 0.984147498742
axiomatic, sustainable: 1.38122539656
bored, relevant: 0.905682015077
more, see-through: 0.0
handsome, migratory: -0.46176341804
fundamental, richest: 1.04765452481
fulfilled, spatially: -0.186179270325
few, tedious: 1.28945490548
top, transient: -0.494101816311
explained, sure: 1.24146998954
sir, treasured: 0.324230028299
euphoric, urgent: 0.61367318338
polite, safest: 1.50620008292
defenceless, plausible: 0.0
end-to-end, factored: 0.0
needy, structured: 0.496894813094
jittery, stupider: 1.32558466043
favoured, information: 0.0
happier, original: 0.207046008418
accomplished, unconventional: 1.11763811155
crude, unwholesome: 2.47730735699
engagement, subsequent: 0.429201984438
extensible, targeted: 0.872251987164
heterogeneous, trippy: 1.29347487375
familiar, notably: 0.938330072393
submitted, well-reputed: 0.0
determining, private: 0.317271784539
largest, scalable: 1.84300456936
consolidated, lame: -0.163080728875
all, sized: 0.372652784533
eighth, exorbitant: 0.176844941989
five, threaded: 0.042917237519
accelerating, rebatable: 0.0
degraded, security: 1.12166742583
strange, terrific: 1.78635865507
conspicuous, counterproductive: 1.32859697872
mighty, obvious: 1.10404803752
secondary, strong: 0.988414090386
blurred, single-ranked: 0.0
unemployed, untraceable: 1.84601467459
dry, present: 0.116366433766
senior, smallest: -0.238266987827
bogus, however: 0.454182031049
elementary, wicked: 0.129652422068
indicated, same: 0.420052123043
marty, righteous: 0.968718793162
lighter, quieter: 5.16761253998
trendy, uncomplicated: 1.77589481764
crafted, represented: 1.62689965044
handed, out-dated: 0.0
negligent, sultry: 0.178427085118
bereft, historical: 0.687493731717
impoverished, substantiated: 0.217406972447
complicated, discriminate: 0.732398044032
innocents, stubborn: 0.258517047514
lookin, well-treated: 0.0
delusional, novel: 0.909528702761
constant, dummy: 0.183527227333
factored, further: 0.85393426393
blunt, undetectable: 0.855081456728
already, unnatural: 0.539471083853
thirsty, workable: 0.818625937399
boring, informative: 3.06994064643
busier, young: 0.702584543598
lunatic, unaffected: 0.267894181639
last-minute, technological: 0.0
noisy, practically: 0.643920004688
defenceless, politically: 0.0
maximum, prescribed: 1.48218589902
diverse, splendid: 0.798901034938
over-the-air, usually: 0.0
again, elaborate: -0.069540328881
soon, unsavory: 0.379167090059
eventually, stumpy: 0.265028121283
confidentiality, induced: -0.363551678479
archaic, happy: 0.769905924012
potential, wealthy: 0.796745207905
ravenous, relevant: 0.117911572629
outstanding, personal: 0.844707195015
archaic, thin: 1.20311177849
exactly, two-fold: 0.0
badly, recent: 0.693497394201
berserk, re-routed: 0.0
contemporary, snarky: 1.00096314746
achievable, supplementary: 0.961403339315
first-hand, simillar: 0.0
technological, work: 0.907730524076
depressing, forever: 1.34619842847
panicked, supportive: 1.30867530556
blurry, uncompetitive: 1.33440693965
hungry, urgent: 1.29690324064
glorious, minimal: 0.621528004737
futile, heartfelt: 1.91268636186
note, opening: 0.46448993148
good-looking, something: 0.0
mild, polite: 3.02532835758
hurt, one-sided: 0.0
missing, toast: 0.418928107234
classified, expanded: 0.973498603907
hooked, implacable: 0.231915159993
ill-defined, looser: 0.0
complete, rogue: 0.573878623473
fifty, smoother: 0.159518469966
improbable, newer: -0.376633937171
alternative, fifth: -0.225073940264
19, splendid: 0.0
smitten, unquestionable: 0.835520385829
naive, schizo: 2.30202614154
ripe, troubled: 1.25341536
elderly, worthwhile: 0.488362355849
teeny, undecided: 0.582302766101
pluralistic, tailor-made: 0.0
thirds, unethical: 0.391490302566
insatiable, mental: 1.49217620107
illogical, self-evident: 0.0
donkey, prodigious: 0.916922887651
passionate, predominant: 1.04670610136
added, fifty: 0.334629122058
outermost, sound: 0.043250076378
hideous, joyful: 1.53459248052
classified, purty: 0.350566695594
third, toast: 0.103236765558
definite, ensuring: 0.302501090533
accuracy, searchable: 1.65193044566
scaleable, self-employed: 0.0
captain, sore: 1.26612514226
short, spectacular: 1.32236912011
old, popular: 0.679387737378
droll, unreliable: 1.1238164595
awaited, overripe: -0.014464534939
incidental, rotten: 0.943317908419
disagreeable, superior: 0.670431225689
doubtful, historical: 0.618429318557
productive, two-: 0.0
proper, sal: 0.507661149803
equally, overwhelming: 0.760050962719
ideal, intractable: 1.61996636544
informative, launching: 0.863092549562
importantly, life-long: 0.0
enhanced, goofy: 0.27142028939
however, loud: 0.506716045218
regrettable, state-funded: 0.0
different, thankful: 0.744785938811
freezing, required: 0.466870976004
bad-looking, terminated: 0.0
crummy, inflexible: 2.15070137773
generated, middle: 0.168085755991
radical, unattainable: 1.19399054133
perilous, released: 0.276444606548
depressed, experienced: 1.48632173868
right-, surrounded: 0.0
remote, sinful: 0.0160842524
ecological, leading: -0.016520934166
fifty, unoccupied: 0.675490556276
insured, nut: 1.26777461695
formerly, quality: -0.114021290519
held, tricky: 0.490703779353
impolite, quickly: 0.107395668742
fluent, given: 0.426372717521
housebroken, keen: 0.947473050555
accomplished, past: 0.911953001257
ordinary, smart: 0.931558456771
delayed, near: 0.352411826891
belligerent, patchy: 1.23631127951
fastest, regretful: -0.112155452272
note, varied: 0.604245575258
abused, meagre: 0.0
tremendous, well: 1.34615970535
humble, unabated: 0.505113723402
regular, renowned: 0.206538469934
individualized, preliminary: 1.04137313044
competence, primary: 0.964921591881
alarmed, wack: 0.447325567562
continued, further: 1.79915345283
enormously, mere: 0.101625836458
flexible, noted: 0.437235598324
rewarding, worldwide: 0.568766729609
-sorry, restful: 0.0
advisable, unfounded: 0.944029885281
interminable, last-minute: 0.0
interlinked, ravenous: 0.914723943772
efficacious, productive: 2.39494019414
safer, specify: 0.389989537172
formerly, positioned: 0.255627012933
effective, understanding: 0.91649431864
ruined, unwholesome: 1.60322564151
added, operated: 0.169419249997
max, value: 1.05917295676
need, whole: 0.69751426237
well-targeted, wiser: 0.0
jealous, superfluous: 1.7131614665
bold, bullshit: 1.00312521721
continual, drastic: 1.49582665657
desolate, determined: 0.55278664343
insensitive, quieter: 0.497533180015
circumspect, principally: 0.358557105221
export-ready, uneconomic: 0.0
mere, trivial: 3.07679734311
intelligible, well-balanced: 0.0
poisonous, school: 0.280565030133
grateful, subsidized: 1.16500187092
denser, oral: 0.66420078308
bold, well-placed: 0.0
eccentric, really: 0.469862133213
duty-bound, narrower: 0.0
death-proof, heavier: 0.0
favorite, overburdened: -0.137514653811
case, outermost: 0.610515047533
bereft, laddie: 1.29329986173
ironic, welcome: 0.766640833472
impatient, pristine: -0.386484161464
brutal, essential: 0.743276549664
-ready, incorrect: 0.0
gotta, yourself: 5.04727992634
legibly, uptight: 0.968830567051
apart, deep: 0.989543332749
folks, rebatable: 0.0
muted, wrecked: 1.4392392283
courageous, hey: 0.540257032089
celebrities, unlucky: 0.954922465197
flaccid, prosperous: 0.308137398648
antiquated, comprende: 0.579936501096
considerate, off-site: 0.0
calm, hence: -0.342027557564
inconceivable, joyful: 1.28844735754
constructed, suspicious: 0.011986626381
administered, invalid: 1.63396593936
elderly, especially: 0.953480174859
unaltered, well-maintained: 0.0
foolish, memorable: 1.13043402436
fairest, humble: 0.924047133727
defective, ignorant: 1.82291019832
characteristic, dumber: 0.433186554721
moist, pivotal: -0.234764561499
ionely, natural: 0.0
frustrating, lucky: 2.40216445902
fair, flavorful: 1.11178593013
enormous, splendid: 1.68422103816
overpriced, reduced: 0.941814473266
co-ownership, newer: 0.0
durable, stimulating: 1.56141777968
psychological, recheck: 0.83661789234
firm, part: 0.471349950559
ageing, controversial: 0.0
gay, practicable: -0.440008570989
overwhelmed, sugary: 0.796779699416
accelerating, wide: 0.928015752036
treble, untouched: 1.14578455038
sold, supportive: 0.851921927244
emblematic, existing: 0.016849233079
kiddo, vice-president: 0.0
antagonistic, sustained: 0.333359798115
demented, empty: 1.29566934649
entrenched, reprehensible: 0.923230095792
meritorious, presented: 1.72835014062
adaptive, professionally: -0.129768555195
adaptable, de-insured: 0.0
compensable, counterfeit: 0.187412511769
again, frail: 0.429151672476
modified, preferred: 1.27130485636
adequate, non-exclusive: 0.0
leave, successful: -0.024173109277
old-timer, school: 0.0
busier, weirder: 4.93168208862
concise, mainstream: 1.0236653423
proud, unmistakable: 1.53777161993
especially, speaking: 0.577637243828
distressing, kinda: 0.531139433263
hasty, social: 0.644622434984
acceding, arranged: 0.676081923977
potent, smitten: 1.07686671711
determinable, forthcoming: 1.58816704128
competence, unsuccessful: 0.023759890822
divided, speedy: -0.331297483606
prescribed, self-employed: 0.0
feeble, repelling: 1.35019394342
explained, explicit: 0.832161985419
david, well-formed: 0.0
breathe, time: 0.879406765773
nigh, preoccupied: 1.51721758568
constant, intertwined: 1.11556658454
mandatory, quiet: 0.216681179059
justified, woken: 1.55868619775
school, sharp: 0.200368964455
foolish, irrational: 3.87285216781
arranged, thirteen: 0.285907362989
over-optimistic, unaffected: 0.0
creditable, partial: 0.642187226575
chubby, strengthening: 0.304317127266
bizarre, humiliated: 1.39642140933
enormously, expandable: 0.699325495042
dishonest, western: 0.634470820386
drenched, profitability: -0.930788397711
defective, likely: 0.671626614787
dandy, suited: 1.7306471243
gone, lastly: 0.505651333066
cheery, typically: 0.773527680177
misleading, nothing: 1.13862345856
him, use: 0.286773420452
overambitious, school: 1.04759504101
conclusive, off-site: 0.0
extreme, stimulating: 0.390823729781
approved, cold: 0.136601392817
snarky, unconditional: -0.117780307417
messy, weirder: 2.93953339704
inappropriate, medium-sized: 0.0
deceptive, vegas: 0.605288487214
careless, happiest: 1.06445756453
momentary, unsure: 0.715489764195
finished, motherfucker: -0.257047457637
lost, okey-dokey: 0.0
closest, subdued: 0.18650603239
luke, permitted: -0.063841133969
enduring, severe: 2.03441545931
astounding, frequent: 0.124665509398
odious, orderly: 0.560022281543
spicy, wrongful: -0.10862283642
welcome, yet: 0.887076694669
certainly, daunting: 1.2521777504
adapted, running: 0.786019161135
nauseous, topical: 1.4705058355
effortless, gullible: 0.305134202132
iike, immersive: 0.0
cheery, technological: 0.181045143498
particularly, unspeakable: 0.092617673295
co-ownership, null: 0.0
liable, medium: 0.801640044805
kiddo, non-toxic: 0.0
conflicting, worrisome: 2.10266868419
righteous, rubbish: 1.21389062825
bone-dry, somewhat: 0.0
negligible, unreasonable: 1.85873134372
enabled, shaun: -0.328954005663
impressive, otherwise: 0.00307138552
discernable, suspect: 0.943400085302
adorable, hereto: 0.230748640597
durable, interminable: 0.999681867265
iegitimate, mild: 0.0
disruptive, furthermore: 0.665409574017
sacred, tell: 0.497941208205
eerie, saved: -0.154438558916
crystal-clear, infamous: 0.0
resistant, well-trained: 0.0
s-sorry, two-thirds: 0
automated, upset: 0.42473540077
fair, simple: 0.935276434886
transnational, whar: 0.0
changing, need-to-know: 0.0
segregated, untapped: 2.24196718076
difficult, fifty: 0.067485847802
contemporary, jam-packed: 0.0
classy, opposed: 0.380248414495
galore, low: 0.693074036562
finest, withdrawn: -0.357519992428
conservative, indecent: 1.35791382141
flexibility, tom: -0.492244452176
extraneous, infeasible: 2.39208377579
academic, malicious: 0.581471481969
equipped, frightful: 0.053340897535
cleverer, misleading: 1.37456179372
sadly, thank: 1.25370620756
negligible, ruthless: 0.119166602651
ill-defined, reliable: 0.0
delayed, remarkable: 0.040997455528
breathtaking, comprehend: 1.78472396711
-surprised, heavier: 0.0
high-ranking, total: 0.0
tenuous, worldwide: 0.164213277764
shifty, well-received: 0.0
done, inviolable: 0.319206460589
detrimental, inconvenient: 3.00936306819
jack, white: 1.0189261156
experienced, world-wide: 0.0
consulted, intact: 0.026297927395
knackered, relentless: 1.29375501285
better-looking, obstinate: 0.0
formal, precisely: 0.607850795323
brittle, ugly: 1.95872547061
mortal, thereto: 1.76053878843
breathtaking, synergistic: 1.10781869098
nice-looking, upbeat: 0.0
near, unpublished: -0.162660203309
dispersal, distracted: -0.209864226196
soothing, transitory: 1.6880097482
altered, by-election: 0.0
time-consuming, underpaid: 0.0
imperceptible, remarried: 0.107279276388
growing, strong: 2.21237839957
paradoxical, unrestricted: 0.520554539685
enhanced, required: 1.16219407497
compact, kane: 0.743271225869
iike, unimportant: 0.0
co-financing, commendable: 0.0
induced, luck: 0.155262756751
cumbersome, delighted: 0.463827707811
maximal, remaining: 0.756084862949
fucked-up, sharp: 0.0
folks, loving: 1.29275521246
time, tough: 1.04029279101
rigght, universal: 0.0
compulsory, thoughtful: -0.074680058807
hairy, meagre: 0.0
ephemeral, standing: 0.473428174957
disgraceful, freer: -0.304023218874
exactly, shy: 0.93805540618
considerate, slow: 1.64678662553
sunny, trendy: 1.91084107972
bare, conscious: 1.232799413
droll, inherent: 0.654365213541
