disparate, finally: 0.386896262475
hurtful, sturdy: 0.0811134017
humiliating, independent: 0.144646886581
advertised, prior: 1.00329864396
topical, wrecked: -0.725452435018
insatiable, meticulous: 2.11262178046
multi-faceted, one-sided: 0
limber, utilized: 0.488543215095
fewer, obvious: 1.03164552321
hateful, specialised: 0.0
readable, west: -0.450475232377
unhelpful, violated: 0.951953338782
efficacious, happier: 1.94570737547
fluid, inescapable: 0.746950011541
incorrect, occupational: 0.727667912711
american, fuller: -0.176584109106
illogical, suspect: 0.933438008002
danger, expanded: -0.572431712137
cloudy, grand: 0.27468169596
exponential, uneconomic: 1.93893855834
drunken, settled: 0.464959375845
cool, similar: 0.920580024525
appreciable, winning: 0.135019310824
better-looking, sale: 0.0
intractable, phenomenal: -0.029321807261
favorable, innocent: 0.335610966498
added, latter: 0.442184376734
-mentioned, susceptible: 0.0
genius, present: 0.237538478901
gutsy, outnumbered: 1.00545816545
blurred, vice-chairman: 0.0
benign, delicate: 1.53597092456
application, determinable: 0.690792476007
alike, monthly: 0.566449393257
ideal, sweet: 1.71567096598
reprehensible, uncomplicated: 0.412844531244
good-iooking, necessarily: 0.0
lawful, unspoiled: 1.07203455933
non-self-executing, to: 0
generic, unaltered: 1.30156349981
alia, reinforcing: -0.301209273007
enlightening, unprotected: -0.034741879748
secondly, trained: 1.00683347229
arbitrary, lucid: 0.731581375129
all-round, speedier: 0.0
splitting, weaker: 1.07615234328
ideal, incomprehensible: 0.968663775952
neutral, psychological: 0.69047331619
damaged, stout: 0.653865509084
aroused, heavy: 0.792472702362
southeastern, unproductive: 0.224652557639
fair-minded, warmth: 0.0
bad-ass, ill: 0.0
extirpated, poppycock: 1.27652376009
also, married: -0.04597917908
gloomy, talkative: 2.31213099424
inconclusive, visibility: -0.530229429753
preponderant, thoughtful: 1.24580354944
furious, nutty: 1.22760212507
own, public: 0.799663740149
compensable, transparent: -0.477602112661
constant, sal: 0.052338411365
older, progress: -0.006324104311
named, peaceful: -0.045833380685
emaciated, rising: 0.863045207366
ever, thought-provoking: 0.0
guys, touching: 0.424633281426
orderly, wet: 0.658720466996
introduced, year: 0.604906828746
abused, discernable: 0.070807442866
long-lasting, magical: 0.0
inadequate, technology-neutral: 0.0
dull, multi-faceted: 0.0
permitted, toast: 0.195581246717
boundless, final: -0.143291010368
fatter, well-founded: 0.0
dependable, scientific: 0.189792892
loyal, unprejudiced: 1.30142365298
blessed, opposed: 1.02076416613
heavier, plenty: 1.7674656901
humble, well-established: 0.0
crystal-clear, ineffective: 0.0
assertive, every: 0.199876970954
commonplace, self-sufficiency: 0.0
beautifui, gone: 0.0
geographic, overweight: 0.344703323967
unproductive, wise: 1.22545260615
embarrassed, in: 0.396650436265
adaptive, quieter: 1.65454310938
sinister, straightaway: 0.227690921188
profound, thank: 1.63555279608
fbl, lethal: 0.0
transitional, uneconomical: 0.681164710254
delirious, worldwide: 1.08826341352
inflexible, something: 0.610227638172
instead, restful: 0.467567182366
opening-up, very: 0.0
broadest, inter-related: 0.0
furious, indigent: -0.01050285785
decent, effectiveness: -0.392545729189
basic, free-standing: 0.0
faithful, weil: 0.298241109775
basic, justification: 1.37099763821
admirable, expedited: 0.446215088183
aforesaid, discernible: 1.52665315373
madness, pitch-dark: 0.0
edible, targeted: 0.08496605723
dearer, immoral: 1.53160639027
mediocre, vice-chairmen: 0.0
bullshit, heights: 0.364866288936
leveraged, naturally: 0.348220664525
delay, previous: 0.574694247103
majeure, open: -0.084054264443
hither, matched: 0.032563850083
awkward, masterful: 2.3070672515
representative, uncomplicated: -0.165523662584
appreciable, muted: 1.74877414932
disorientated, main: 0.562613866822
heterogeneous, logical: 2.56397537388
extraordinary, uninsured: 0.722179472868
envious, triple: -0.367255204721
differently, horseshit: 1.50198329051
ecologically, naughty: 0.373091043817
briiliant, grown: 0.0
inflexible, tragic: 0.399712961493
america, unfounded: -0.893981532475
costlier, stupid-looking: 0.0
flush, opportunity: 0.175278511873
adjusted, bored: 0.825798215404
extremely, self-sustained: 0.0
johnny, sentient: 1.63822477879
conventional, marketed: 1.80811272655
burdensome, prick: 0.662476640732
complimentary, unheard-of: 0.0
accordingly, inappropriate: 1.33813669553
self-serving, uneven: 0.0
eerie, supplementary: -0.183628795748
aligned, empowered: 2.27694412327
becoming, sensible: 0.746240069203
associated, wrong: 0.493784053897
note, whatever: 0.637411665771
co-financing, psyched: 0.0
fresh, widely: 0.052943997739
nearly, ridiculous: 0.553075189433
allergic, authentic: 1.37332026341
cross-border, delicate: 0.0
allowable, considerably: 1.22611976295
lovely, next: 0.326000586144
nauseous, watchful: 1.50096599437
aggrieved, lightweight: 0.045220326739
abolitionist, unforeseen: 0.83987308534
freest, minimal: 0.351614079958
luminous, scarcer: 1.13460924376
immovable, overambitious: 1.36910234359
hiv, insurmountable: -0.492440308297
environment, repealed: 0.122171909871
cross-border, weil: 0.0
maximal, purty: 0.341001962848
intrusive, use: 1.61598209534
direct, grisly: 0.344372604181
almighty, next: 0.672838294488
previously, shared: 0.39921276293
attentive, obscure: 0.87471815358
coming, gratifying: 1.28437178942
distressing, factored: 0.966814425083
generic, knowing: 0.732643989409
leading, looking: 0.655672909004
crushed, down: 1.31298526758
self-explanatory, tiny: 0.0
crazed, trained: 0.886336943318
heavy-handed, well-prepared: 0
fundamental, wide: 0.677140659983
lame, undemanding: 1.86134798868
bereft, griet: 0.0
tenable, unitary: 3.14820816199
case, dismissed: 1.28446705435
incredible, only: 0.816553586041
adjusted, great: 0.589325152876
professional, psycho: 1.34030033454
contemporary, restless: 0.892066263988
delighted, weirder: 0.255206758082
high-availability, somewhere: 0.0
heartfelt, unprecedented: 0.689226241823
following, formally: 0.657251843806
honourable, judicious: 0.0
majeure, marine: 0.219445648808
crummy, nosey: 0.0
dedicated, economic: -0.196254282611
charged, important: 0.203351884882
gracious, mistaken: 1.12886950194
decided, sadly: 0.67629991591
already, damaging: 0.426004759076
co-operation, regulated: 0.0
agreed, too: 0.098466291425
fifth, substantial: -0.039698471584
distracted, only: 0.589038333309
non-exclusive, reported: 0.0
all-important, unstable: 0.0
roll, unaffected: 0.335948228978
proceed, vulnerable: 0.030980381886
deliberate, slow: 2.27750395871
celebrities, for: 0.140118854749
dynamic, presently: 0.707164859524
effective, horrible: 0.805460775043
fabulous, suited: 1.15537845745
overemotional, typical: 1.39475972763
coast, immediate: 0.485788048959
creation, inequitable: 1.16526097364
cheery, kind: 0.952119466725
differing, school: 0.092864073368
cynical, defined: 0.68067915926
already, l: -0.292812068518
decent, regulated: 0.234676251141
absent, impatient: 1.29836428599
announced, antsy: -0.143125777431
rarest, stumpy: 1.43779519275
anxious, automated: 0.558824138695
recurring, well-structured: 0.0
co-funding, unaware: 0.0
franco, heeded: -0.516132468965
debate, wacko: 1.39423389143
merciful, off-the-record: 0.0
effortless, well-developed: 0.0
expedited, teeny: -0.190301418523
comforting, confident: 1.48506514849
furthermore, nearby: 0.003025030506
debated, seasick: 0.530911036277
inefficient, well-balanced: 0.0
completely, immediate: 0.192910993324
mixed, superstitious: 1.64607204953
fascinated, irresponsible: 0.734259514263
broken, considerable: 0.143146672048
elaborated, slick: 0.169852919904
dodgy, light: 0.868795274808
best-known, stranger: 0.0
axiomatic, risky: 1.89328229594
abundant, supported: 0.331597581945
exaggerated, fun-loving: 0.0
nauseous, weary: 2.87362290233
economically, fuller: 0.617774652399
frantic, preoccupied: 2.13019276361
leaner, unsure: 0.962958911738
doin, improvement: 0.38541990183
fine, soaked: 1.20831161324
dumber, physically: 1.52489326111
distribution, nineteen: 0.482927646708
time-sensitive, vigorous: 0.0
prat, same: 0.413683128694
defenceless, pro: 0.0
plain, re-routed: 0.0
cruel, frustrated: 1.60400994692
observant, similar: 0.271209060769
impatient, written: 0.17368477405
straightaway, swift: 0.981671570233
tough, unprecedented: 1.19869325649
immutable, profound: 2.39044620837
grisly, ineffectual: 0.986457633412
rarest, solidarity: 0.840580230411
soft, uptight: 1.49463613308
mandatory, unhealthy: 1.37992220974
duty-bound, ineffective: 0.0
fledged, well-written: 0.0
functionally, historic: -0.192888460513
dry, tailor-made: 0.0
stir-crazy, toxic: 0.0
mixed, strengthening: 0.649332423169
education, prosperous: 1.57463523331
expressly, self-employed: 0.0
decided, functional: 0.215249244851
almost, strangers: 1.29921782622
alarmed, freaky: 1.7561482944
extensible, hey: 0.749283231184
analogous, environmentally-friendly: 0.0
non-compensatory, sadly: 0.0
approved, inquisitive: -0.268495674915
shorter, top: 0.702672800619
large-scale, unforeseeable: 0.0
displacement, gruesome: 0.994737293604
awareness-raising, forthwith: 0.0
deceased, eighth: -0.21147800461
immoral, sizeable: -0.107153019068
deadly, disconcerting: 1.24109082797
over-the-air, sweetheart: 0.0
afterwards, substantive: 0.459752612318
ever-changing, get: 0.0
lead, suitable: 0.005672200378
happier, new: 0.768671169413
annually, gloomy: 0.247275349193
believable, wanna: 2.02765807265
outrageous, sinister: 2.75632128224
attractive, sticky: 1.96639902158
-so, phenomenal: 0.0
lonesome, proceed: 0.227836818901
distressing, louder: 0.690720020896
offensive, political: 1.27155483846
progressive, widening: 1.05831805988
giant, original: 0.379407723511
admissible, compensatory: 2.49664827967
unconditional, unsound: 0.968780384963
thankful, untrue: 1.44030593692
actual, invaluable: 0.862636821863
crass, urgently: 0.735850220782
enduring, squat: 0.280710841554
primarily, rising: 0.841760491036
culturally, non-competitive: 0.0
late, ubiquitous: 0.387330661092
unpleasant, well-positioned: 0.0
urgent, worrying: 1.88336557664
bureaucratic, populated: 1.14088250831
common, polished: 0.064242668004
prepped, short-sighted: 0.0
becoming, uptown: 0.389854479588
mission-critical, recheck: 0.0
luminous, terse: 1.59162784231
flawed, varied: 1.38781163621
before, righteousness: 0.295047542558
inefficient, zesty: -0.178424691539
pending, progressive: -0.027877206564
gutsy, redundant: 0.303114578566
presented, simplest: 0.341731307557
functioning, sultry: -0.250607654054
fbl, usable: 0.0
bothersome, negative: 2.28537754967
independent, terrified: 0.293122631993
private, self-sufficiency: 0.0
mean, notable: 0.753609962655
anymore, fatal: 0.165429134775
around, legitimate: 0.33455940201
null, usable: 1.58182458851
security, well-prepared: 0.0
filthy, horrid: 3.67845057709
thorough, well-positioned: 0.0
advantaged, use: 0.558740903239
10, long-standing: 0
empowered, sole: 1.17241818529
course, receptive: 0.395468254802
central, unquestionable: 0.746429709752
awestruck, represented: 1.22068410336
informative, prominent: 0.808409909934
crazed, doubtful: 0.192580935749
polite, treated: 2.11103336969
pricey, terrifying: 1.02153223436
fuzzy, need-to-know: 0.0
dependent, erected: 0.235625721575
shocking, undesirable: 1.59717964216
bogus, shocking: 1.54933013732
ionely, latest: 0.0
random, updating: 0.914858640403
dotty, refrigerated: 0.340859142072
countless, well-trained: 0.0
little, specify: 0.056330174148
hope, infrequent: 0.31795212077
low, sublime: 1.17213476365
go, long: 0.623095107223
lengthier, quickly: 1.01865399601
shocked, uncommon: 1.6070549057
inconsequential, supreme: 1.23025049862
back, constrained: -0.195900104315
selective, utopian: 0.609545632248
observant, weaker: 0.812125832674
difficult, mission-critical: 0.0
moreover, spectacular: 0.224179626533
pre-established, well-respected: 0
gay, well-defined: 0.0
hearty, unharmed: 1.28634916964
herein, unabated: -0.715884915998
initially, white: 0.577211989313
somewhat, trusted: 0.101028519126
export, rock: 0.33328662873
courrier, total: 0.045171396967
hereby, imperfect: 0.774126255745
talented, unconventional: 1.42082211711
inexpensive, presently: 0.37329438263
high-tech, realistic: 0.0
appalling, necessarily: 0.583582491647
supplemental, workable: 0.688370981431
preceding, unjustified: 0.833945766951
blunt, mandatory: 0.674440139326
democratic, retard: 2.77559127106
flammable, tragic: 2.14655633947
asleep, sticky: 0.751989941621
classical, secure: -0.097546797041
marvellous, sweetheart: 0.0
decided, though: 0.678644115955
indicative, toasted: 0.72076494448
privileged, rad: 0.644740442002
fairly, well-tolerated: 0.0
enriching, gutsy: -0.346319955046
cost-effective, naughty: 0.0
complicated, obsolete: 1.90859665838
frank, manifold: 1.07013501165
gandalf, southeastern: 0.0
effortless, grim: 0.990269153053
frightening, succinct: 1.57945260313
launched, primordial: -0.420097012193
complements, different: 0.875340465531
involved, loving: 0.623681660299
education, recurring: -0.405109788475
ail, naked: 0.601358034968
expedited, nigeria: -0.080077366079
ill, usable: 0.397695863018
eleven, wounded: 0.871018835343
freely, merely: 0.988219353612
doomed, stressful: 0.413981347852
filed, improving: -0.342744413851
named, operative: 0.421195917505
reimbursable, sane: 0.574072384394
encouraging, irregular: 0.441446148076
good, light: 0.765615591744
delightful, selective: -0.017060216753
automated, weird: 0.604269263771
embedded, woolly: 1.04095983167
curious, directly: 0.456975705825
light, suspected: 0.227497171409
berserk, youngest: 0.708539642561
favoured, oral: 0.0
aware, somewhat: 0.16101660245
attention, few: 0.750668326298
distinct, topnotch: 1.0091144318
anonymous, immersive: 0.934614532302
durable, muchfor: 0.0
ill-defined, subtler: 0.0
desperate, suck: 1.34239881796
dominant, visibility: 0.356766355112
african, issued: -0.463246192086
hence, modernizing: 0.128870892316
in-depth, separate: 0.0
burdensome, ensure: 0.88835637537
outstanding, peculiar: 0.66350330569
rubbish, vis-: 0.0
clara, delicious: 0.893380523531
accountable, diminished: 0.632606818113
blinded, cynical: 2.51523555098
10, inexhaustible: 0.0
deposited, out: 0.497011702601
extremely, guys: 1.40835381288
associated, us: 0.211543958861
ail, retard: 2.52764125173
however, immense: 0.901464017454
released, well-lit: 0.0
out, undeveloped: 0.584369637937
inspiring, patience: 0.941640916128
underdeveloped, unwholesome: 1.94533532993
heterogeneous, main: 0.811689869669
accelerated, organized: 0.187125997336
co-financed, overburdened: 0.0
fixated, like: 1.3891044036
dissimilar, elected: 0.06292087177
innumerable, wholesome: 0.766566272291
fifteen, shy: 0.556219270053
strictest, unexceptable: 0.0
peripheral, thriving: 0.544660771796
cold, hideous: 1.45976056008
partially, well-off: 0.0
enlightening, null: 0.463133471676
bulletproof, loco: 1.06154354383
!, frustrating: 0.0
iilegal, widely: 0.0
determinant, dramatic: 0.830431464897
korea, l: 2.02567096936
monitored, worse: 1.23701127447
hollow, trusted: 0.511247214
carsick, courageous: 0.077414241957
roll, stir-crazy: 0.0
impracticable, nonexistent: 3.12486074811
homesick, stupid: 1.77324893742
archaic, recognised: 0.0
multiple, myself: 0.507271206182
high-ranking, lit: 0.0
strengthening, unpredictable: 0.506914953927
aforementioned, insured: 0.675635776961
distinct, operational: 1.07779600215
professional, specific: 0.667797221547
ever-changing, interwoven: 0.0
life-long, timed: 0.0
mentioned, results-oriented: 0.0
-surprised, acknowledged: 0.0
regulated, unsustainable: 2.2463750424
graver, strange: 1.6089028309
impractical, transitory: 2.79015422839
screwy, wrong: 3.26781772465
psychogenic, simply: 0.705470268418
focussed, outside: 0.422304003588
