filthy, pitch-dark: 0.0
", sick: 0.0
insecure, primordial: 1.23838015767
creepy, hourly: 1.26510760437
ridiculous, state-funded: 0.0
american, late: -0.331533212199
nascent, symmetrical: 0.413995125426
blow, heartfelt: 0.444089003475
fluent, immediate: 0.194226086895
sacrilegious, strange: 3.45387356452
finished, laborious: 1.27520956421
admiral, autonomous: 1.09104157004
busy, equivalent: -0.048810549263
fiine, mission-critical: 0
disjunct, sturdy: 0.798958608026
merely, rebatable: 0.0
donkey, nigh: 0.815299506853
horrendous, permissible: 0.825531747186
all-embracing, unworkable: 0.0
hollow, newest: -0.062369109702
illustrative, suicidal: 0.877025725838
insurmountable, working: 0.520358565656
defensible, upper: 0.11151530725
educational, unreliable: 0.389336330222
om-mazing, particularly: 0.0
engagement, tough: -0.2383734124
nuts, work: 0.376159624207
alarmed, satisfied: 2.41291037692
happy, ionely: 0.0
close, minuscule: 0.939331085735
dandy, hypersensitive: 1.11956415416
disagreeable, merry: 1.23989650852
constantly, inside: 1.00462932095
brain-dead, well-controlled: 0
constrained, positioned: 2.59686969351
receivable, zero: 1.12990568593
democratically, undesirable: 1.36306833129
appropriate, primordial: 1.04241132012
lower, unidentified: 0.683356556177
history, timed: 0.271751498915
constructive, doubtful: 1.1688743196
!, queer: 0.0
substantiated, wacko: 0.905933682414
assured, doable: 1.57262935391
deep, filthy: 1.31909305429
allowable, generalized: 0.740920855091
requested, spicy: 0.506800568201
across-the-board, upbeat: 0.0
comin, well-paid: 0.0
fourth, human: 0.219632645186
carsick, rarest: -0.038246154932
environment-friendly, slim: 0.0
microscopic, unbecoming: 0.318830772558
payable, sturdy: 0.411834070259
retrievable, risky: 0.674113957386
cosmetic, previously: 0.522920426856
comfy, today: 0.309446895127
heterogeneous, seasick: 0.625278656549
respect, undecided: 0.600302508531
abysmal, unlucky: 2.51785483571
compassionate, heinous: 2.63542913533
hollow, reinforcing: 1.41693642572
co-ownership, technically: 0.0
'sgoing, later: 0.0
first-class, inexcusable: 0.0
prescribed, splitting: 0.40295214055
ever, generalized: 0.18079664659
good-iooking, nearly: 0.0
classic, disputable: 0.66584306128
fearful, weirder: 1.27715309815
slick, unaltered: 0.615978252996
exceptionally, far: 0.722508793139
rock, trendy: 1.56302848481
boring, unsuitable: 2.84697533365
antagonistic, protracted: 1.46092368492
pitiful, refundable: 0.244870990275
peachy, troubling: 1.65483152975
anonymous, blank: 2.12982149595
them, wait: 1.13386014747
glorious, various: 0.36060903306
funky, only: 0.027252761989
educated, more: 0.883390849142
salient, vibrant: 0.994502334877
exquisite, weakest: 1.17378219639
about, ambiguous: 0.520811255077
distracted, longitude: 0.190908107816
insubstantial, oral: 0.581111158219
deceased, frazzled: 0.599164703983
administered, elsewhere: 0.077957642477
quiet, sappy: 1.84608034031
industrialised, unsure: 0.0
observed, thus: 0.622004200812
double, neurotic: 0.587863742485
again, it: 1.2560335356
breathtaking, humid: 1.35591299412
domestic, euphoric: 0.406271433906
debated, recommended: 2.03267989756
reconcilable, uncertain: 0.526993543439
handy, organic: -0.41029639748
fullest, rapid: 0.280267087695
feasible, increasing: 0.93594432484
doin, unfortunately: 1.12556892737
ecologically, ensuring: 1.74463676579
committed, intimate: 0.647773300464
extirpated, rigid: 0.948534009807
inoperable, relieved: 0.952966411449
audience, manifestly: 0.687634786798
grumpy, hateful: 2.77982839322
quadruple, sale: 0.122954659522
cheerful, thirds: -0.064764862682
adaptable, good: 1.37461785819
plentiful, reyes-torrena: 0.0
determinative, well-managed: 0.0
corrupt, dreadful: 1.14874900846
application, ecstatic: 0.241845222496
north, prescribed: 0.047233910858
cardinal, healthy: 0.275124933245
disorientated, non-binding: 0.0
improvement, pro-active: 0.0
higher, marginal: 1.99359966454
generally, meager: 1.06660293721
ample, intelligent: 1.26108185982
naturalistic, targeted: 0.357842328199
believable, however: 0.732351506412
everything, sporadic: 0.401764102417
regularly, technically: 0.707393489463
held, southwestern: 0.682328233228
promptly, run: 0.715158925498
sober, superstitious: 1.26977484315
get, worth: 0.944225677049
lengthier, screened: 0.678458303636
nothing, practically: 2.10695908671
leave, vibrant: 0.468926069115
also, liable: 0.39231040737
unaware, worthy: 0.826796843966
experienced, skilled: 3.44586072614
accomplished, nutty: 0.3959353156
brave, rather: 0.343786461642
mama, timed: 0.321407788528
predictability, serene: 1.13097141466
newest, unfeasible: -0.525414652006
axiomatic, inclusive: 1.37959762883
answerable, terrorized: 2.91018370137
rusted, timelier: -0.785105054294
disastrous, luke: 0.430921266302
insurmountable, two-: 0.0
dire, dire: 7.80836175426
exclusive, justified: -0.228382003151
identified, polished: -0.18991180297
contemplated, fair: 0.053383746278
ambitious, yourself: 0.562239077803
delicious, self-governed: 0.0
overloaded, unsavory: 0.791153076053
appalling, choosy: 0.465690853473
listed, psychotic: 0.201266743546
radiant, registered: -0.477262916319
accused, oriental: 0.163207526405
inestimable, recommended: -0.293301005097
dependable, reinforcing: 0.624363084997
economically, realist: 0.849318757982
fancy, well-positioned: 0.0
contemporary, well-controlled: 0.0
overkill, tenacious: 0.285150097086
unavoidable, undetectable: 2.4134111797
thought-provoking, up-to-date: 0
pivotal, sunnier: 1.0079324021
anything, cognizant: 0.912280794795
drunk, refundable: 0.132461514459
announced, considered: 1.01289139464
below, fbl: 0.0
profitability, restful: 0.056707646455
personalized, thorough: 1.62163039849
fast-growing, sobering: 0.0
ignored, superb: -0.354254221685
forthwith, intelligent: 0.026447711299
medium-sized, rogue: 0.0
hands-on, unaffordable: 0.0
often, permanent: -0.014551434176
infected, pluralistic: 0.549799312029
dependable, desolate: 0.574456534234
stocky, uneasy: 0.773935951516
coordinated, requests: 0.626890955069
fully, well-served: 0.0
intentionally, wish: 0.331097180191
prolonged, thready: 1.11376961539
suspicious, unwell: 3.8159385292
disabled, uninsured: 3.9215686065
receptive, sure: 1.46021602558
comin, eligible: 1.0317229924
fucking, seasick: 2.76918300158
flat, upright: 1.52418531324
hurting, mostly: 1.0446614899
cold-rolled, intended: 0.0
anything, stranger: 1.73387679176
iegitimate, unique: 0.0
relaxing, subsequent: -0.540649798492
net, superfluous: -0.016753239923
doomed, smug: 2.03988048409
aligned, genuinely: 1.02193292868
currently, daily: 1.2663071001
basically, bulletproof: 1.05780048221
smart, underlying: 0.429638271585
fascinating, thus: 0.049382910899
dominant, previous: 0.480354679389
2nd, interminable: -0.376936059433
dirtier, rotten: 2.26483801317
impaired, reversed: 1.50203330901
ideal, iittle: 0.0
disappeared, inadmissible: 2.03256008332
excessive, rather: 1.30876112832
loverly, panicked: 0.390472001524
chickenshit, relieved: 0.541244616112
fucked-up, widely: 0.0
pointless, presumptuous: 3.32540620791
justifiable, others: 0.765317638148
asked, unexceptable: 0.0
il, merely: 0.474463817899
around, knackered: 1.06440493941
cruel, darker: 1.45573648825
aforesaid, proportional: 1.11840571433
inevitable, super: 0.496007013382
ambitious, sweetheart: 0.927209888085
disrespectful, in-depth: 0.0
bright, individualized: 0.501405810656
attended, displacement: 0.327869754536
bright, sticky: 1.8757737809
absolute, severely: 0.310853845075
creditable, tailored: 0.284531090002
preliminary, regulated: -0.091919403193
marginal, uncompetitive: 3.25815219832
respendable, smarter: 0.0
adequate, sore: 0.964011247967
enthusiastic, larger: 1.06630898086
inspiring, least: 0.139681592521
compulsory, unendurable: 1.0482810459
1st, kinky: 0.040830734555
nearly, understand: -0.079194544005
2nd, included: 0.165490972618
intact, wanted: 0.565581835431
darn, wanted: 1.60768932802
longer-term, succinct: 0.0
succinct, treatable: 2.01251439942
meritorious, verify: 0.179608240647
cognizant, founded: 0.826763623812
finicky, shut: 0.91437345578
concerted, self-financing: 0.0
basic, thick: 0.408396942
blessed, crazed: 1.06297802677
pristine, yearly: -0.074290392946
colder, prevalent: 2.62546897378
beloved, knowing: 0.981248091908
owned, self-serving: 0.0
stiff, wider: 1.09929239517
economical, objective: 1.36892612736
calming, sizeable: 0.316989667725
blurred, unitary: 1.03945783652
funnier, subsequent: 0.088370542134
gross, incredible: 1.19058328795
indiscreet, state-funded: 0.0
laddie, syrupy: 2.0655165226
cool, yourself: 1.44422312754
inactive, weary: 0.788890098245
chilly, continual: -0.18912751919
immense, unanimously: 0.113400660493
disadvantaged, heterosexual: 2.23045099286
juvenile, pristine: 0.481773069506
loud, undisputable: 1.0661035002
politically, tailored: 0.476629095193
grieved, weary: 2.19250810848
called, explosive: 0.231293218629
generalised, legendary: 0.0
begin, round: 1.0766944353
commended, twisted: -0.688260678872
disorientated, unwise: 2.18296165034
criminal, smooth: 0.313851393438
untapped, violent: -0.405002431419
hardto, regrettable: 0.184224346093
contradictory, disappointed: 1.52578802655
fruitless, varied: 0.585144190087
excluded, ill: 1.75362545407
vice-chairman, world-wide: 0
discernable, insubstantial: 2.81634248456
cruel, sold: -0.069409554053
sacred, traffic: 0.287492336214
annually, humiliated: 0.041857527096
other, vital: 0.632250477907
easiest, hasty: 1.1229094458
fuzzy, unprotected: 1.48013038112
nonexistent, petite: 0.378686784789
everybody, meaningless: 1.42433076301
implemented, move: 0.927212106535
lit, wreckable: 0.0
comparable, over: 0.507254983075
again, bad-ass: 0.0
all-round, results-oriented: 0
non-exhaustive, weil: 0.0
critical, opened: 0.118731324244
strongly, troublesome: 0.466121731472
cognizant, uncanny: 0.970843743184
disabled, perplexing: 0.418374764017
griet, inaudible: 0.0
crushed, ma: 0.484734692322
set, tasty: 0.537762544075
alarming, circumneutral: 0.0
elusive, manageable: 1.51264403659
egotistical, over-ambitious: 0.0
imprecise, sonny: 0.618825463393
doubt, technology-neutral: 0.0
away, slender: 0.795905227967
cold, tonight: 0.9656849542
cowardly, hooked: -0.211361372377
estimated, vast: 1.46882011561
abnormal, coming: 0.535277083135
unspeakable, wrong: 1.66597203946
accurate, shiny: 0.187346385322
defined, imperfect: 1.7339723314
effectively, eleven: 0.375727806579
infrequent, typically: 3.48302902728
co-operation, repugnant: 0.0
brutal, unable: 0.645087241679
realisable, sinful: 0.0
earliest, poverty-stricken: 0.0
comprehensive, fragmented: 1.70501659196
nessessary, slimmer: 0.0
indisposed, sober: 1.65162006968
bare, him: 0.706637206778
dysfunctional, frazzled: 2.80347337854
hopeless, icy: 1.90979705966
last, phenomenal: 1.06965097768
checked, unbalanced: 0.293406160793
builshit, predominantly: 0.0
immovable, rugged: 2.52679620711
lastly, two-pronged: 0.0
conspicuous, stay: 0.117771032988
displaced, preferable: 0.379124413017
knackered, succinct: 1.00048865954
almighty, really: 1.01215587375
education, prouder: 0.38311705604
craze, elected: -0.102850428716
administered, flagrant: 0.174218942509
filthy, well-trained: 0.0
careful, higher: 0.639552281283
hurting, imperfect: 1.06305983619
tedious, unethical: 1.72797502439
switching, vice-chair: 0.0
complacent, pleasing: 1.41214898611
freely, same: 0.728826488381
blunt, slim: 1.15834396568
expensive, free: 1.04082475531
most, over: 0.518260560144
dismissed, flawed: 2.04959531636
all-round, fair-minded: 0
stubborn, well-designed: 0.0
at, indiscreet: 0.172196082058
formed, peachy: 0.484029330192
certifiable, non-partisan: 0.0
girlie, life-long: 0.0
cool, later: 0.120878635025
harmless, hostile: 2.02316470412
battered, senior: -0.330216853591
pervasive, sturdy: 0.668062690505
awareness-raising, vocational: 0.0
celebrities, growing: 0.437978598334
bored, screwed: 2.81266862439
culturally, stress-related: 0.0
relaxing, wack: 0.785950805913
motherfucker, permanent: 0.033188441546
ravenous, seventh: 0.119858036779
high-tech, losin: 0.0
prejudicial, strong: 1.11672231169
moderately, self-employed: 0.0
disclosed, disputable: 0.964651093995
eventually, private: 0.796263890658
alia, estimated: -0.441164833066
darling, frantic: 0.650985387686
obligatory, princess: 1.62724363681
all-out, differently: 0.0
earlier, mla: -0.088711766756
cleaner, finally: 0.641295472948
consulted, grimmer: 0.095316719834
damaging, smartest: 0.695017099841
entirely, realisable: 0.0
fragmented, staggering: 0.968133125735
heinous, large: 0.660198457717
defenceless, way: 0.0
free, malignant: 0.650242591084
classic, submitted: -0.224049015699
fuckin, timelier: 0.056207767121
identical, inestimable: 0.259451297996
hurry, tentative: 1.43385848302
jealous, loverly: 2.01650911409
fruitless, prestigious: 0.144922648007
clara, nothingg: 0.0
envious, regretful: 2.49278214241
merely, shocking: 0.588162889042
any, suck: 0.813316260532
uncontroversial, worse: 0.810126207974
e.g., minuscule: 0.0
round, smoother: 1.23780922408
drawn-out, old-timer: 0
korea, weakest: 0.573814587221
flavorful, indefensible: 0.667754292094
peachy, single-ranked: 0.0
dull, specified: 0.690068571761
clueless, microscopic: 0.575403650384
-surprised, legible: 0.0
", hurry: 0.0
junior, thought-out: 0.0
imperative, stout: 0.027854621725
poverty-stricken, prodigious: 0.0
fearless, two-: 0.0
compared, increased: 3.33471597187
aroused, taller: 0.997107483248
determinable, quicker: 0.248119970812
forever, keen: 0.555534703916
15-year-old, doubtful: 0.0
creative, unsound: 1.0677486126
discernable, diverse: 0.526405058715
added, intensive: 0.396410814397
middle, minimum: 0.750411051774
pointless, trashy: 2.64672435414
hypersensitive, insupportable: 3.07615562644
ineligible, yummy: -0.198133153299
critical, ok: 0.38420001907
pretentious, world-wide: 0.0
analogous, different: 2.61811276265
infallible, lucid: 2.40930482339
launched, succeed: 0.784194835008
fake, gender-neutral: 0.0
feeble, null: 0.822167776905
exempt, inter-dependent: 0.0
perpendicular, relieved: 0.322842494242
constantly, managed: 0.438605931048
infamous, missy: -0.418071079259
user-friendly, widely: 0.0
issue, sloppy: 0.243459542261
ill-conceived, inexplicable: 0.0
folks, south-east: 0.0
already, say: 1.02843340744
practical, worldwide: 0.535134840168
incompatible, well-done: 0.0
ever, majeure: -0.098751530165
italian, symmetrical: 0.828145839173
operational, vegas: 0.078233724664
immediate, sweeter: 0.591551054613
potential, puzzling: 0.398691118678
naturally, under-age: 0.0
heights, luke: 0.026122572226
fifteen, undecided: 0.038259545141
crummy, partial: 0.543198305314
misguided, task-oriented: 0.0
issue, nosy: 0.567415678869
supplemental, unaffordable: 1.0429976217
cruellest, splitting: 0.356689860481
affluent, ineffective: 0.267113073756
allowable, get: 0.437792923202
black, perplexed: 0.726672825504
biggest, doin: 1.13416650508
school, unjustifiable: 0.390790174702
common, gonna: 0.079060412078
complements, untenable: 0.58565970402
numerous, well-done: 0.0
lawful, revised: 0.62365692441
mind-boggling, useful: 0.0
cooperative, two-: 0.0
alternative, self-financing: 0.0
copacetic, restful: 2.07256046496
rigorous, unreasonable: 1.28905676998
liked, non-binding: 0.0
predominant, separate: 1.40014116532
undesirable, violent: 2.25747442427
bankrupt, colossal: 1.27224682922
realistic, say: 0.871873041438
lazy, wanna: 2.84289483665
particular, regrettable: 0.939196168902
categorical, multi-disciplinary: 0.0
correctly, immovable: 0.52114787328
daunting, start: 1.08681276635
milder, nobler: 2.70512163208
blurry, worrying: 1.46567479366
happen, mobile: 0.438609074319
crowded, unavailable: 0.906383735987
ensuring, generally: 1.34445973432
busted, irritable: 0.094548623148
dull, old: 0.813424870428
loyal, south: 0.712354449166
frank, off-site: 0.0
dismissed, facultative: 0.307127717651
simplified, two: 0.249214930445
hairy, innocent: 0.594826077315
friendlier, fun-loving: 0.0
pleased, unpopular: 1.20373973784
ecstatic, selected: 1.46203251224
limited, well-tolerated: 0.0
cross, general: 0.263317962942
suddenly, u.s.: 0.0
jam-packed, stand-alone: 0
freaky, tasty: 2.43192957345
available, hotter: 1.06818091159
authoritative, ended: -0.093085970327
designated, open: 1.06534520971
-surprised, developed: 0.0
running, terrorized: 0.684534001027
brilliant, sure: 0.787604847333
in-flight, independent: 0.0
1st, recommendable: 0.551890349629
certifiable, self-serving: 0.0
butthead, tacky: 1.98579161851
despicable, roll: -0.29182196924
cleanest, material: 0.053501419543
elongated, finer: 1.46361964818
short-term, specified: 0.0
convinced, well-tolerated: 0.0
prevailing, started: 0.171027164325
ever-changing, off-site: 0
facilitated, overloaded: 0.47382489497
hereto, understood: -0.084166674802
certifiable, stress-related: 0.0
fried, religious: 0.657583993846
de-insured, dummy: 0.0
courteous, environmentally-friendly: 0.0
glad, granted: 0.771031426227
missingg, nonexistent: 0.0
agile, equivocal: 1.17242373038
intricate, plain: 1.186968135
complimentary, foreseeable: -0.267804815167
cattled, youngest: 0.0
exaggerated, profitability: 0.055008340575
regulated, used: 1.45209151695
further, stillborn: 0.190982559422
rescinded, supplementary: 0.78072324715
inconceivable, short-lived: 0.0
incorrect, luckier: 1.23803193223
nobler, sadly: 2.18830950297
intricate, well-behaved: 0.0
cognizant, unbecoming: 1.98932712259
indispensable, selfish: 1.21685530259
conclusive, internationaux: 0.400251174944
cheaper, wider: 2.04490254192
legally, ruthless: 0.163414224394
non-competitive, tricky: 0.0
authentic, rooted: 1.74446127439
well-filled, well-informed: 0
forlorn, remarkable: 1.55547081903
brutal, punchy: 1.86208210026
dynamite, loaded: 1.98985794566
liquid, unitary: 1.0479937093
motivated, unsafe: 0.58100646495
derisory, doin: 0.558811998841
circumneutral, complements: 0.0
political, subdued: 0.400525811435
expandable, reality: 0.513158334431
disappointing, exactly: 0.731388107808
qualified, sobering: 0.173054364845
longstanding, than: -0.321887766202
elaborate, reversed: 0.038213406505
experienced, heated: 0.070844417887
based, comercial: 0.166323270048
grateful, outrageous: 1.27444195256
immoral, necessarily: 1.5730348896
startling, trashy: 1.36355221495
familiar, initial: 0.925776484336
-me, blessed: 0.0
sour, sovereign: 0.924382743226
awkward, education: -0.228734798778
aforesaid, contemporary: 0.42374515045
autonomous, prolonged: -0.151445869947
endemic, inflexible: 1.97141091468
hateful, unconditional: 1.64662794224
deceptive, masterful: 2.41698811148
deposited, rapid: -0.254341949163
actively, crystal-clear: 0.0
sure, unreasonable: 0.681111405916
sugary, weird: 1.65665253736
oversensitive, topnotch: 0.057678288994
apolitical, manifest: 0.979879276648
confidentiality, stupid: 0.496482462973
baseless, gay: 0.536052249401
heinous, opposed: 0.781877357583
antagonistic, fifty: 0.261701223348
pitiable, thoughtful: 1.00469668404
spooky, succeed: -0.853784663141
fiine, sugary: 0.0
outside, robust: 0.14385969088
sedentary, wacko: 0.746627357028
rapidly, understanding: 0.938108563827
represented, snappy: 0.02727505434
incredible, right-: 0.0
complicit, inhumane: 3.82177378623
dramatic, individualized: 1.14731723842
gifted, unique: 1.16065037172
such, unidentified: 0.173780355067
continued, psycho: -0.008903830166
impracticable, powerless: 4.01412184074
american, discussion: -0.244818647814
bi-directional, formerly: 0.0
glorious, well-formed: 0.0
longer, splendid: -0.45678105898
bolder, heartfelt: 1.64362723999
legally, net: 0.167697963062
excited, hiv-positive: 0.0
over-optimistic, topnotch: 0.0
applied, economically: 0.506011763668
cheery, overwhelmed: 1.09125194882
ongoing, symmetrical: 0.005067534946
delicious, innocent: 1.81559594948
shocking, tom: -0.092157727912
newborn, supplemental: 0.183948568861
elsewhere, upset: 0.355137240917
no, well-developed: 0.0
10, whatever: 0.0
fat, messy: 1.3844972891
monumental, sacrosanct: 1.06133729626
effortless, om-mazing: 0.0
gracious, others: 0.938204462622
clerical, proscribed: 1.80805863215
okay, secondary: 0.37872950797
him, sleeping: 0.955689432948
sing, verify: 0.622939148273
copacetic, zesty: 1.67983484409
leave, romantic: 0.615628828591
initially, well-designed: 0.0
encompassing, vice-chairman: 0.0
intrusive, remediated: 2.19446130437
contaminated, dense: 1.63862653755
attractive, occupied: 0.885736308545
culturally, useable: 0.954364044104
repelling, sovereign: 0.619394299832
awaited, sunny: 0.922978180931
balanced, mysterious: -0.348032824881
infeasible, sugary: 0.081772052237
authorized, lovable: -0.393636111222
humiliating, rigid: 1.23591605431
emphasise, inconceivable: 0.0
long-standing, unharmed: 0.0
inaccurate, unabated: 0.812543434495
bloodied, fierce: 2.02308158668
justification, scary: 1.00949541813
strangers, wise: 0.335923874963
low, recommendable: 1.26494132929
concise, opposite: -0.765552578743
indebted, truly: 0.601808677506
accepted, delay: 0.466367873383
