sincere, treacherous: 0.638343530413
fastest, inalienable: 1.31245850448
human, well-tolerated: 0.0
believable, trendy: 0.889659914407
brittle, superb: 1.61040335497
insubstantial, preposterous: 3.5220428273
distasteful, moist: 0.949561806556
populated, shipshape: 0.526367290694
impenetrable, inherent: 1.38258601441
broader, profane: 0.289416834918
jump, steady: 1.49651117408
oral, significantly: 0.353923903064
natural, withdrawn: 0.198084884568
obliged, similar: 0.39123039688
huge, rampant: 1.25663292616
coming, well-reputed: 0.0
developed, greatest: 0.314413536203
pointless, traded: 0.229164906767
consideration, feisty: -0.196835430399
protracted, smug: 0.185881543982
iilegal, part: 0.0
high-availability, speedier: 0.0
valued, wide-ranging: 0.0
alike, nutty: 1.00337549298
missingg, splendid: 0.0
beter, stillborn: 0.409565270249
liable, youthful: 0.083240711733
awaken, grown-up: 0.0
immersive, repeated: -0.188961964805
cognizant, still: 1.39259854474
docile, polluting: 1.64097134221
populated, proper: -0.325928768534
blended, lawful: 0.527602960798
hilarious, weighted: 0.343759160736
envious, unspecified: 0.001381806392
concerned, stringent: 2.01776823964
mild, respectful: 2.20796233974
commendable, cozy: 0.398943519132
fledged, science-based: 0.0
stimulating, up-to-date: 0.0
alike, obtainable: 0.303566249682
cost-efficient, graduate: 0.0
admirable, demand-driven: 0.0
commended, weary: -0.062949283926
nonsensical, unsettled: 0.938935986816
autonomous, convenient: 1.22848850456
at, best: 0.489259017713
comprehend, riveting: 1.73479629454
full, sharper: 1.3312151103
emotive, pleasant: 1.84969900269
pissed, unpleasant: 2.13180084408
fuckin, orderable: 1.61507773834
awestruck, facultative: 0.00823691153
queer, unequal: 1.82777011605
satisfied, secondly: 0.942783392937
held, sentient: 0.567540768929
recognised, relaxing: 0.0
everywhere, well-paid: 0.0
evolving, influential: 1.740579018
hateful, remote: 0.000754291347
ok, surreal: 0.856577704265
specialised, treasured: 0.0
disruptive, evening: 0.106310763502
prouder, tall: 1.87492715171
marvellous, mightier: 0.0
long-range, roll: 0.0
aroused, us: 0.126027351624
non-existent, reassuring: 0.0
distraught, fewer: -0.186818438129
darker, purty: 1.56733990965
all, prompt: 0.466706120793
dirtier, hollow: 1.44787912861
depressed, richer: 1.29927740121
self-executing, undetectable: 0.0
poppycock, sharp: -0.289007486195
hereby, icy: 0.596920576797
by, well-represented: 0.0
dirtier, eastern: 0.969071151454
strange, unsafe: 1.78979954948
interdependent, tolerable: 1.27951040238
forgotten, unendurable: 1.85804982943
fulfilled, grisly: -0.416227074061
compared, you: 0.281608160385
deposited, vigorous: -0.122641834233
invisible, smart: 1.26069499473
existing, l: 0.043217903613
speaking, stupid-looking: 0.0
persuasive, refusal: 0.684043042324
annually, salutary: 0.022778535508
something, time: 0.997443676779
distinctive, involved: 0.030359082674
aforesaid, microscopic: 0.337625936367
economic, indisposed: -0.478062071989
by, unseen: 0.700138790793
inconvenient, this: 0.36450897516
rogue, watchful: 1.61659327622
positively, standardized: 0.365355152439
inestimable, peripheral: 0.561699016644
annually, smug: -0.331269038298
colossal, displeased: 0.813621272775
designed, suck: 0.225108585745
influential, tougher: 0.765345776754
ionely, midget: 0.0
crafted, shifty: 0.280752557953
overdue, unconventional: 0.529185253094
happy, neglected: 0.71541832739
dandy, re-established: 0.0
legality, okay: 1.01426975273
overambitious, wider: 0.57840966352
19, approved: 0.0
long-standing, tardy: 0.0
following, systematic: 0.625332814309
-mentioned, reaily: 0
even-handed, looking: 0.0
multifaceted, well-documented: 0.0
explosive, louder: 1.11158655731
acceding, deceptive: 0.261258074638
concluded, justifiable: 1.12927697664
exemplary, pray: 1.03357034348
good-natured, multi-disciplinary: 0
accurate, unaltered: 1.91244250498
horrid, obligatory: 1.73123693166
several, someplace: 0.058996484071
tough, unattainable: 0.781883508263
contemplated, swearing: 0.336592479352
last, ludicrous: 0.395587745253
current, mightier: 0.142258923448
immutable, respendable: 0.0
grisly, uneconomical: 0.206046927929
drastic, invariable: 0.73651984429
colossal, unacceptable: 1.88940783748
alien, goal-oriented: 0.0
geographic, rank: 0.746112043253
intriguing, mean: 0.473574980707
advantageous, swifter: 1.64131676686
negligeable, relevant: 0.0
conscientious, fucking: 0.852852485568
geek, terminated: -0.293504840449
elected, extensible: 0.245101417019
cinematography, invaluable: -0.272040521628
accustomed, livid: 2.07235896335
advantaged, commitment: 0.539594515433
assertive, equitable: 1.83945111857
above-board, central: 0.0
embarrassed, junior: 0.764933994834
equivocal, inevitable: 1.54290246165
humiliating, implacable: 1.4110189047
dandy, tiresome: 2.22014673848
humbled, nosey: 0.0
inconceivable, sing: 0.501807074151
checked, net: 0.811610741339
alike, horrid: 0.472227968518
perfect, restless: 0.556011552687
emblematic, foutu: 0.0
needless, relentless: 1.81919506924
established, minimal: 0.539090860647
unemployed, unthinkable: 0.614762219132
all-encompassing, non-specific: 0
damaging, darkest: 1.31508734506
functioning, maximal: 1.66820191893
soaring, unwarranted: 1.1781978215
dodgy, regardless: 0.693983019555
ail, relaxing: -0.042950461188
clare, rad: 1.41533334228
lye, recent: -0.19778331136
defensible, growing: 0.115321567548
slender, stocky: 5.62253744386
lost, multi-ethnic: 0.0
seen, sharp: 1.16428647838
deserved, enlarged: 0.0720901127
excluded, onerous: 1.35948171938
dazzling, whar: 0.0
degrading, respendable: 0.0
amusing, deliberate: 1.23564583883
all-embracing, best: 0.0
disposal, tolerated: 0.811423961354
awkward, efficacious: 0.780621875938
darkest, impolite: 0.833584352137
migratory, spaced: 1.46466128403
humid, seventh: 1.07419082023
deprived, to: 0.0
minimum, starved: 0.878567917483
destructive, restless: 1.00343879486
clueless, served: 0.568302744915
aggravating, lowest: 1.21725644584
fluid, in-flight: 0.0
considerably, undamaged: 0.731296872132
elite, multiple: 0.181292459208
amiss, essential: 0.713306503767
perpendicular, pretentious: 1.60187514815
absent-minded, terrific: 0.0
segregated, unaltered: 1.62240628142
horrendous, streamlined: 0.138130217247
infuriating, tabling: 0.293348606756
overemotional, received: -0.324468642544
efficient, keen: 0.906847705939
lookin, noble: 1.25365138555
alert, unhelpful: 1.15303676738
started, tan: 0.207900958558
arranged, later: 0.674083200137
complex, enough: 0.215106292968
forceful, unconditional: 1.87300961288
interlinked, unpredictable: 2.75499166847
minute, recognized: -0.631662538909
orderable, well-organised: 0.0
old, well-treated: 0.0
big, disappointed: 0.889268711641
liberal, uneconomical: 1.01873506027
dirty, smarter: 2.05111965906
clueless, thus: 0.490091205084
harmonised, universal: 0.0
categorical, inside: -0.335683624749
prevalent, recurring: 1.71474143072
bonnie, malicious: 0.812406346563
religious, well-trained: 0.0
export-ready, modified: 0.0
specialised, surer: 0.0
challenged, mieux: -0.090464366187
disproportionate, jack: 0.540974694076
checked, ruthless: -0.234541442946
accomplished, inaccurate: 0.098112057692
disadvantaged, notified: 0.096189398892
gone, stocky: 1.02288736003
cold-rolled, hungry: 0.0
coast, formal: 0.587139060064
time-consuming, tiring: 0.0
lastly, shipshape: -0.076279699989
good, ubiquitous: 0.394872968532
responsible, robust: 0.666342623187
circumspect, succeed: 1.47393916216
traumatic, wholesome: 1.1573040068
everyone, lovely: 1.3610588115
stylish, unclear: 0.273802190089
diligent, sappy: 1.02159001019
handy, realisable: 0.0
flavorful, refined: 2.95185580936
fearless, tremendous: 1.74656730256
start, youthful: 0.110351509658
cherry, wierd: 0.871617201496
il, in-progress: 0.0
ridiculous, upstanding: 1.20143448563
anonymous, twenty: 0.140919075068
choosy, smooth: 0.942973765544
impressive, prime: 0.567960540044
paid, thought-provoking: 0.0
administered, wild: -0.273834957469
crafty, hurt: 0.669930300596
concise, excellent: 2.4424579324
solid, uniform: 0.686832663065
authentic, competitive: 1.41915719312
recognizing, worthy: 1.05274364614
only, seamless: 0.139744957937
marvelous, undeniable: 2.292773802
prolonged, sizeable: 1.0412108908
born, looser: 0.718843023309
countless, unbecoming: 0.149458631955
berserk, readyto: -0.004460153559
sizeable, widest: 2.57765646621
fbl, homosexual: 0.0
occurring, present: 1.34316844985
knowing, suddenly: 1.00745199314
genuinely, pronounced: -0.092817161048
answerable, explosive: 0.27713014086
cozy, sufficiently: 0.820181304996
inexhaustible, thus: 1.38277042541
illogical, splitting: 0.855343144309
endangered, likable: 0.625637160969
predictability, useable: 0.478210049027
tailor-made, unrealistic: 0.0
flattering, hereto: 0.843871240976
blinded, state-funded: 0.0
long-lasting, worst: 0.0
leveraged, likable: 0.622266676706
destructive, untrue: 1.93621177621
environment-friendly, rife: 0.0
perverse, yearly: 0.804622626753
disgusting, upper: 0.132509723642
intermediate, underfunded: 0.763923093349
hateful, stoned: 1.77778908115
bare, displaced: 0.313904885945
associated, cross-border: 0.0
afterwards, miscellaneous: 0.532329783714
iike, relative: 0.0
feasible, priced: 1.19860716736
close, related: 0.133807915961
exhaustive, magic: 0.134661330097
counterproductive, recognised: 0.0
marginalized, unheard-of: 0.0
deadly, nonexistent: 1.22078913296
discussion, hideous: -0.223156515843
certain, regularly: 1.02576090289
closer, life-long: 0.0
prat, silent: 0.94954812236
prior, sufficient: 0.773586786533
reduction, unlawful: 1.23464662059
stress-related, underway: 0.0
comfortable, knowing: 1.74423560434
lasting, understanding: 1.51178393479
tied, widest: 0.430098238844
do, uptight: 1.66502032116
amended, repulsive: 0.574413073244
marvellous, natural: 0.0
suitable, wanna: 0.754434902124
idiots, violated: 1.05769319128
longitude, typically: -0.594808110476
culturally, mad: 0.775423053955
nice, third: 0.550404539123
exposed, unpleasant: 1.83889713662
fatter, premier: 0.090165103468
adjacent, meaner: -0.367253811066
brighter, mainly: 0.226690844458
gentle, meritorious: 0.430134539925
superb, unsure: 0.03387099076
honest, sedentary: 0.496163840409
debated, export: 0.108729264089
undisputable, usual: -0.066255832085
lye, moderate: 0.033036212679
action-oriented, snarky: 0.0
non-partisan, representative: 0.0
holier, thicker: 3.40962288977
deader, divine: 1.58749351532
l, minute: 0.498836211574
brave, interoperable: 0.680974601641
contained, stubborn: 0.846098363039
charming, informative: 2.71150612627
-just, unified: 0.0
huh, unavoidable: 1.20319418787
delicious, young: 0.63415383162
gender-neutral, well-lit: 0
medical, pluralistic: 0.437851674417
biased, evey: 1.24790358421
'sgoing, life-threatening: 0
flexible, hourly: 2.66503776067
endemic, prerequisite: 1.90060164949
unforeseen, yesterday: 0.150103574801
marketed, pleased: 0.207728835966
considerate, serious: 1.99945257525
luke, question: 0.290369909341
additionally, ravishing: 0.314156252028
environmental, opened: -0.091715907837
blessed, secretive: 0.954187433938
antsy, determined: 0.542105755747
tangible, working: 0.546063714815
corrupt, elaborated: 0.158171472553
fruitful, multi-faceted: 0.0
organic, uneven: 1.20515569392
intractable, juvenile: 0.962798388342
familiar, written: 0.438585420949
eventually, pretend: 0.527866598411
inside, sensational: 0.612184495641
braver, pressing: 1.17918056049
detailed, unconvincing: 1.08079788505
secondary, sized: 0.643954908681
customary, elegant: 1.55425559911
frustrated, wiser: 1.76986772617
-sorry, applied: 0.0
seamless, youngest: 0.402000257324
commitment, recommended: 0.725355533437
emphasise, overall: 0.0
fatter, industrialized: 2.73950104674
distracted, mindful: 2.90146797175
human, pending: 0.252522657865
abrasive, heterogeneous: 1.47714292337
creepy, obstinate: 1.51935346428
massive, succinct: 0.186334288172
limited, related: 1.11328493891
better-looking, pilot-tested: 0
continuous, grown: 0.845653839439
pathetic, private: 0.089557427013
distinguished, flexibly: 0.261552875728
formerly, yesterday: 0.474720826784
ioyal, remaining: 0.0
assured, disturbed: 1.85294878752
funnier, treacherous: 1.5384558764
iittle, rock: 0.0
generic, inviolable: 0.129681076914
abreast, pathway: 0.083150649023
end-to-end, injurious: 0.0
accustomed, far-ranging: 0.0
innocent, lately: 0.060512306498
louder, violent: 1.23935797981
insensitive, off-putting: 0.0
adulthood, going: 0.322112088494
alarmed, panicky: 3.83526654168
crowded, pretend: 0.151680196157
mum, unpublished: 1.3016638273
specialized, unrelated: 1.23481974009
mesmerizing, silent: 1.69165127837
built, kid: 1.14958924375
predominantly, ravenous: 0.788894822791
authentic, such: 0.647344915529
implausible, implemented: 0.264684318162
arduous, changing: 0.894902926502
export, infamous: 0.236551676962
likable, listed: 0.894502253443
abhorrent, win: -0.004821608973
admitted, insatiable: 0.429805486574
enforceable, globalization: 0.670978656164
awestruck, win: 0.689231860227
categorical, corny: 0.527461556494
dumber, hardto: 0.42780822115
fairer, pleasing: 2.15506230819
chosen, fast-switched: 0.0
collective, inefficient: 0.46171750971
celebrities, responsibility: -0.187560193753
chilly, quality: 0.317492436309
ill-conceived, unsound: 0.0
skilful, vacant: 0.314849335197
unsteady, well-organized: 0.0
collective, domestic: 0.525138281572
cheap, thin: 2.14932803402
clever, overdue: 0.704104159377
huge, thoroughly: 0.023981375226
announced, improving: 0.545156275655
addition, livid: -0.34140586754
-, basically: 0.0
graver, secured: -1.33215985849
ephemeral, hysterical: 1.59348348379
dearer, wrong: 1.29251693317
nonexistent, profane: 1.30223487854
finer, increasing: 0.643664479625
horny, social: 0.441810839494
death-proof, entertaining: 0.0
unaffected, unhurt: 3.87141009528
changing, planned: 0.187006407359
accuracy, fastest: 1.76689903539
careless, deep: 0.90839342815
coarser, squat: 0.595868787943
determining, total: 0.968064558811
improbable, opposite: 1.53837892293
compensatory, gravest: 0.144663373753
lenient, noisy: 1.14736123906
stable, unworkable: 0.536850987255
dim, smallest: 0.969626028995
non-existent, strengthened: 0.0
nuts, there: 1.18684801392
creation, stylish: -0.108287186972
considered, heavyset: 0.845677400799
smallest, undamaged: 1.22229849798
hip, multifocal: 1.37674184885
imported, other: 0.515505903874
consultation, witty: 0.066653661691
environmental, retail: 0.968515830211
irreconcilable, preferential: 0.292145874587
losin, standardized: 0.026094292669
insupportable, substantial: 1.14390821321
everybody, left: 0.555941128157
costly, sweet: 0.968188764047
adverse, ggood: 0.0
dismal, lofty: 2.86615539371
breathe, disconcerting: 1.00095056803
ever-increasing, overripe: 0.0
bonnie, funded: -0.182259227654
impressive, unemployed: 0.286341942664
advertised, irritated: 0.607686497919
disconcerting, minuscule: 1.94321953947
envious, scanty: 0.921111612846
founded, technical: 0.466708141803
burdensome, deceptive: 1.96271979381
euphoric, hour: 0.589811378991
precisely, technical: 0.403215098807
economic, them: 0.336901396467
armored, horrifying: 0.782393980469
-lncredible, slimmer: 0.0
apolitical, forgotten: 1.92573973852
exhausted, transitional: 0.7554533274
fullest, tasteful: 1.47523331541
clarified, light: 0.364868763103
discussion, segregated: 1.33323702855
competent, prevailing: 0.668323637701
quiet, serious: 1.15399035259
pushy, self-financing: 0.0
stand-alone, thank: 0.0
