overpriced, worldwide: -0.012479891156
emerged, fragmented: 0.986749037206
principal, universal: 0.562787150674
humbled, well-planned: 0.0
endemic, proficient: 1.71004201976
erroneous, genius: 0.912114572598
continual, mild: 1.1383531317
disrespect, wait: 0.772814387382
interim, twenty: -0.2736465265
twice, yet: 0.673419126626
inter-related, lovelier: 0.0
approved, okey-dokey: 0.0
preferential, quadruple: 0.935815896635
discussion, nearly: -0.145230833194
narrow, respectable: 1.29923379431
criminal, exactly: 0.203428288469
confused, mind-boggling: 0.0
scrumptious, segregated: 0.5683698454
injured, shiny: 0.020335614723
equal, wiser: 0.823155743572
undecided, wanted: 1.81605634139
displeased, iilegal: 0.0
anti-constitutional, domestic: 0.0
iegitimate, try: 0.0
humane, older: 0.126161776677
horrific, legally: 0.571437278232
info, looking: 1.14438238221
nude, superior: 0.347153968259
glorious, stress-related: 0.0
perplexing, simplified: 1.33525580501
dependable, surreal: -0.203256029241
incidental, remarried: -0.555359545498
3rd, sinful: 0.107536139909
cattled, inefficient: 0.0
invariable, low-skilled: 0.0
impenetrable, secured: 1.0957959359
ferociously, shortly: 0.298905659359
foolish, nationwide: 0.152517362834
co-operate, equitable: 0.0
emotive, prick: 1.09114844983
degraded, ingrained: 2.32455032402
poorer, unimportant: 1.95692705766
gonna, immediate: 0.125794980489
newest, western: 0.941723053788
personalized, shorty: 0.784376429476
fall, priceless: -0.288226616048
drunk, intriguing: -0.099978009501
dead-on, shorty: 0.0
a-okay, nosy: 0.0
determinable, standing: 0.442488809223
awesome, released: 0.597319956444
all, visual: 0.434609028945
formally, trashy: -0.66607339649
annoying, heavyset: 1.78157452739
specialised, well-done: 0
gorgeous, particular: 0.26434798565
overheated, someplace: 1.21153025548
clearer, main: 1.56299889468
knowledgeable, rehearse: 0.200563165116
afflicted, responsive: 1.34994345071
informative, symmetrical: 1.31279302068
acknowledging, interactive: -0.427586762836
large-scale, nonsensical: 0.0
diseased, meaner: 1.48745926077
adulthood, flashing: 0.887577151796
in, richer: 0.467525629613
destructive, recurring: 0.840274434729
hearty, radiant: 1.68850019659
many, quiet: 0.741727625328
cited, mental: 0.865050309418
full, thinner: 0.62422929579
dirty, freedom: 0.68937714688
cloudy, transnational: -0.357907452807
bureaucratic, weirder: 1.18461238369
unlocked, worthwhile: 0.553023993597
adverse, ping-pong: 0.0
death-proof, empty: 0.0
broad, inconsiderable: 1.12310602601
consistent, questionable: 1.69215847848
defective, met: -0.961233033492
hlv-positive, implacable: 0.0
meaningless, strongly: -0.384310939955
mobile, thriving: 0.745474165527
marketed, well-placed: 0.0
hiv-positive, ioyal: 0
obsolete, self-evident: 0.0
better, propitious: 1.84533214536
sore, speaking: 0.679004704939
self-contained, widely: 0.0
pleasurable, such: 0.841582714083
desirable, nifty: 0.879635047274
locked, over: 0.583263067825
born, consultation: 0.393699806711
blatant, super: 0.011228780591
foreseeable, stable: 1.31318984398
10, secretive: 0.0
twofold, uncomfortable: 0.369389338743
on, salient: 0.533531921528
unanimous, undisturbed: 1.00885157213
pre-published, self-serving: 0
classy, re-routed: 0.0
frustrated, self-evident: 0.0
comin, statutory: 0.41364923689
asked, overwhelming: 0.356627418409
clear, fbl: 0.0
selfevident, worrying: 0.0
co-funding, house-trained: 0
cost-effectively, orderly: 0.0
briefly, prohibited: 0.867275842857
advantaged, brainless: 0.796094899827
ghastly, wicked: 3.03285670385
around, widely: 0.598265219305
dramatic, fella: -0.408827962904
prestigious, slender: 0.290848799081
especiaily, realist: 0.0
pressing, solid: 0.561666640406
dramatic, overkill: 1.15307517229
returned, reversed: 2.42311063337
catastrophic, standard: 0.796896741457
homosexual, roisin: 0.0
depraved, principal: 0.11081912895
deposited, info: 0.059777183788
someday, thoughtful: 1.07599155936
absent-minded, dressed: 0.0
-mentioned, timely: 0.0
displacement, strongly: 0.721688965144
realist, wealthiest: 0.968577302346
calming, stress-related: 0.0
irate, traffic: 1.2074212749
longest, normal: 0.591329827629
celebrated, mistreated: 0.837837329021
co-financed, vivid: 0.0
brand-new, indian: 0.0
italian, overloaded: 0.153543948934
broader-based, serene: 0.0
bone-dry, slight: 0.0
-lnteresting, executory: 0.0
gender-neutral, specialised: 0
evolving, shared: 0.4912765505
hunger, illicit: 1.53648999655
marginalized, prettier: 0.838653789229
proscribed, well-planned: 0.0
cooperative, really: 0.604296693272
implementable, stylish: 1.30978729673
blind, quality: -0.02236566329
naked, poor: 0.280439739473
nothing, repeated: 0.676245957578
demonstrated, seropositive: 1.2909484546
comfortable, two-: 0.0
particularly, witty: 0.853184926353
fine, frigid: 0.222096469589
merciless, specialized: 0.767354656937
onerous, powerful: 1.14269273573
doable, knowing: 0.402500444608
ecstatic, estimated: 0.820680721055
economically, patient: -0.333816573617
ferociously, later: 0.256387819664
designed, vigilant: -0.165350715615
questionable, then: 0.428904334206
embarrassing, fairest: 0.652178111823
disappointing, handled: 1.19796983789
accelerating, lifelong: 0.328048707987
globalization, high-tech: 0.0
stocky, tricky: 1.1783019446
dead-on, inaudible: 0.0
immersive, upright: 1.42618624167
many, perverse: 0.645998542009
long-winded, unreal: 0.0
insulting, ominous: 1.30730474374
abysmal, energetic: 0.570109599717
by, sorr: 0.0
appreciable, well-defined: 0.0
single, thinner: 0.370886546848
definitive, justifiable: 1.21832559178
devastating, shielded: 1.19786546029
garbled, tenuous: 1.38980946614
fiercer, physical: 1.04898542938
glowing, profound: 1.04035800789
sick, well-balanced: 0.0
dead, yummy: 1.00295769372
cross, snug: 0.089477188807
contentious, il: 0.098714437707
application, north-east: 0.0
allergic, there: 1.04494275086
disagreeable, marty: 0.52672161402
hurtin, relaxed: 0.889611396115
published, rock-solid: 0.0
likable, specialised: 0.0
marty, sketchy: 0.214048103704
-lncredible, living: 0.0
bastard, prevalent: 0.827845464324
kinky, ugly: 2.8003728514
malicious, sleeping: 0.551252159925
-lncredible, autonomous: 0.0
truth, unanswered: 0.92955174568
mla, recently: -0.110017679357
redundant, targeted: 0.978444590723
casual, north-west: 0.0
korean, smokin: 1.38575211715
delicious, hither: 0.787659284454
bloodied, parched: 2.45557380859
divergent, identical: 3.48520832568
strengthened, tonight: 0.405073033481
pluralistic, sudden: -0.082829049481
clueless, eager: 2.05580481121
non-existent, ok: 0.0
non-exhaustive, protected: 0.0
circumneutral, growing: 0.0
cooler, traditional: 0.809800942375
eerie, somewhere: 1.47448011857
infrequent, repulsive: 0.897236747876
iate, incredible: 0.0
anonymous, good: 0.503923687641
cattled, unforeseen: 0.0
blunt, still: 0.5719571689
dumb, naturalistic: 1.26651355452
freedom, neat: 0.759377038525
fried, them: 0.358685054813
naked, reckless: 1.48481543582
public, wetter: -0.219255887814
foreseeable, prevalent: 0.796299519755
polished, whatever: 0.328633526688
designated, realisable: 0.0
fierce, fledged: 1.27322650438
hazardous, transparent: 0.805311722315
developed, funded: 2.17131425655
'sgoing, nifty: 0.0
pitch-dark, terrorized: 0.0
ruthless, transitory: 0.516588653414
handling, valued: 0.695628762809
nascent, spectacular: 0.678517041111
indispensible, pricey: 1.25636214069
clarify, lead: 0.549576255008
one-sidedly, overripe: 0.0
confident, disagreeable: 0.647810825009
instructive, twelve: 0.522543458483
enlarged, fairest: 0.015669947822
favorable, youthful: 0.828065215498
inconceivable, supportive: 0.959675349853
freedom, negligent: 0.331590690967
called, fake: 0.269968560114
broad-based, eleven: 0.0
girlie, profitable: 0.57741913138
predominantly, worse: 0.241026326096
busy, uncertain: 1.17315419056
continued, daft: -0.453746527298
constant, unambiguous: 1.0407710319
harder, useless: 1.5873455503
free-standing, suspect: 0.0
below, together: 0.48849589746
ruthless, safeguarded: 1.41776069214
perplexed, worded: 2.27574306693
insured, lonely: 0.197335628699
expensive, notably: 1.17659084991
braver, manageable: 1.50837289299
identified, terrorized: 1.07253532524
thought-provoking, us: 0.0
1st, broad-based: 0.0
dazzling, ecstatic: 1.94424803064
feasible, non-binding: 0.0
controversial, donkey: 0.197163935469
15-year-old, defunct: 0.0
considered, slim: 0.719191718427
adulthood, prescribed: 0.606002206732
immense, prettier: 0.100565927916
heavier, wealthiest: 0.390769554337
grisly, manufactured: 0.013021690486
grown-up, stiff: 0.0
regular, undetermined: 1.17854610753
greener, sixteen: -0.589226291016
enhancement, treacherous: -0.322294752618
restless, rock: 0.919963333975
a-okay, typical: 0.0
as, damp: 0.401377055503
correct, predominant: 1.63003906412
thought-provoking, unsafe: 0.0
inadmissible, muchfor: 0.0
'sgoing, international: 0.0
extraneous, flexibility: 0.82392621812
issue, physical: 0.18921623726
exempt, manufactured: 1.58532849913
chubby, unfettered: 0.000121323609
meritorious, principally: 0.793281646627
best, vice-chair: 0.0
properly, rationalized: 1.19052159684
again, boring: 0.67434084684
considerably, crowded: 0.96948469822
envious, ironic: 2.2528897864
keen, practical: 1.3698813728
included, precise: 0.396637814566
energetic, time-sensitive: 0.0
destabilizing, exhaustive: 0.729171548958
alive, liberated: 2.1266487835
away, cancelled: 0.0
costly, rebatable: 0.0
profane, reality: 0.617767171921
bitter, west: 0.858992385583
flammable, oldest: -0.045995726028
moderately, returned: 0.444092800747
pitiful, suicidal: 1.40862985211
proactive, slower: 1.00132998491
inquisitive, note: 0.08653226409
identify, multiple: 1.90660211402
non-transparent, squeamish: 0.0
remote, shiny: 0.518861508076
egocentric, inexhaustible: 1.83217178158
affixed, insincere: 1.3113580128
exceptional, reciprocal: 0.602598627458
otherwise, ravenous: 0.748277963423
cute, prestigious: 0.302305362364
engaged, running: 0.633943295173
hurtin, still: 1.13622550824
heaviest, tolerated: 0.671563806158
inexcusable, perplexed: 2.34480448509
fourth, sugary: -0.229844627684
appreciated, chilly: 0.748471935065
harsh, run: 0.030596367737
aware, carefully: 1.78543910859
disturbing, obsolete: 0.319242625477
insupportable, undemocratic: 3.43545307455
consideration, properly: 0.119329780148
delicate, described: 0.945894476559
implacable, practical: 0.812554015414
brave, dainty: 1.67703837643
fanta, integral: 0.073629356365
agreed-upon, demeaning: 0.0
heeded, hither: 1.09814261301
contentious, twelve: 0.157888072523
legitimate, responsive: 1.55727747536
huh, term: 0.446855219693
dazzling, unusual: 1.57386092577
acceded, extensive: 0.37474323593
happen, youngest: 0.809684218563
good-iooking, good-natured: 0
uninsured, user-friendly: 0.0
certified, co-ordinated: 0.0
different, regularly: 0.8746867557
calm, momentary: 1.45313018443
ephemeral, patience: 0.992733956665
a, forceful: 0.0
lately, say: 1.05804566633
opposed, southeast: 0.832791564539
self-supporting, unmistakable: 0.0
racked, short-sighted: 0.0
simplified, transitory: 0.514027130878
life-threatening, ok: 0.0
for, inappropriate: 0.273658847659
open, present: 0.656804904417
that, unsanitary: 0.353932475414
ensuring, hollow: 0.120444515898
classy, enhanced: 0.339148419031
eerie, prouder: 0.163771509327
sporadic, symmetrical: 0.64189037486
concrete, inconceivable: 0.5063407855
ionely, warranted: 0.0
ugly, virtually: 0.271167145958
numerous, reconcilable: -0.880412246048
co-funded, re-routed: 0
day, set: 0.634505800523
enriching, needed: 0.14727475782
true, undisputable: 2.17363630532
statutory, top: 0.132084332925
bi-directional, fatal: 0.0
indecent, physically: 1.27744239227
a, death-proof: 0
inside, wicked: 0.65183869637
predominantly, succinct: 0.10275156877
historic, of: 0.0
desperate, stern: 1.83211333083
dynamite, switching: -0.056047132873
integrating, pristine: -0.10098459718
strange, you: 1.24949760983
powerless, regrettable: 1.78682279631
gloomy, poorer: 1.67694400939
calculated, contradictory: 1.05633731341
simplifying, unfriendly: 1.13601658145
dumber, known: 0.278776490939
freedom, strict: 1.59886661828
adaptable, together: 0.866102369505
disruptive, frigid: 0.734258645399
injurious, preposterous: 2.59912095768
mid-sized, unsanitary: 0.0
constructive, handling: 0.713304156907
gratuitous, life-threatening: 0.0
allright, oversensitive: 1.77209925251
announced, racked: 0.620254366207
early, high-cost: 0.0
realisable, tenuous: 0.0
accomplished, heterosexual: 0.445815542872
crazy, smooth: 1.03306548216
legibly, threaded: 2.44494052305
harmonised, industrial: 0.0
gigantic, polluting: 0.516525083928
limber, perplexed: 0.563296190013
inoperable, weird: 1.06060473477
processing, under-funded: 0.0
classified, complements: -0.303548815498
mind-boggling, peripheral: 0.0
lit, regretful: -0.221632974188
pervasive, useable: 1.00025133793
reasonnable, smart: 0.0
imprecise, legibly: 2.75354977219
brutal, sobering: 2.71379859485
dissimilar, disturbing: 1.76086332919
predictable, tentative: 1.13139317318
hurting, six-year: 0.0
ah, hypersensitive: 1.07211918316
happiest, improbable: 1.52197550954
flawed, lye: 0.771736879941
passionate, racked: 0.112209529611
tepid, variable: 0.81143192456
lye, self-executing: 0.0
loud, new: 0.12428619448
comfortable, well-served: 0.0
average, dispute: 0.582337320175
braver, magic: 0.347555038444
peculiar, tired: 1.16056181534
complements, gratuitous: 0.856318621854
adorable, self-sustained: 0.0
gay, prepped: 0.209392647955
glad, impartial: 1.12093613769
actionable, over-optimistic: 0.0
kid, well-placed: 0.0
executed, inter-dependent: 0.0
operative, preceding: 0.784938154043
marty, segregated: -0.107636558852
born, deliberately: 0.444304882877
greener, treacherous: 1.21562772929
free-of-charge, snug: 0.0
hooked, innovative: 0.535930184337
inoffensive, ok: 2.14970307669
hateful, infallible: 1.22992264217
generalized, well-respected: 0.0
purer, transparency: 2.156505557
debate, gone: 0.453209355256
barmy, surreal: 2.80939479042
logical, lukewarm: 1.0282826945
embarrassed, manageable: 0.57287519442
opposed, voluntary: 1.71172111632
ill-founded, uptown: 0.0
all-embracing, first-hand: 0
limp, normally: 0.824458874012
grown, patchy: 0.863892638032
alia, obsolete: 0.059625497013
heeded, organised: 0.0
over-ambitious, strengthened: 0.0
apparent, hard: 0.917525421548
restored, ridiculus: 0.015648812679
finally, high-tech: 0.0
outgoing, uncompetitive: 0.94815623699
mind-boggling, vigilant: 0.0
clara, daft: 0.847496454822
around, idiotic: 1.04839123217
irritating, lonesome: 1.93308556992
colder, encouraged: 0.374188166673
living, proficient: 0.588264080379
well-placed, well-treated: 0
initially, sadly: 0.546372000726
hiv-positive, useable: 0.0
rampant, shallow: 0.899675664735
elaborated, unlawful: 0.488419354918
15-year-old, optimistic: 0.0
iegitimate, inefficient: 0.0
helpless, often: 1.3766461161
heinous, soothing: 0.460133408994
serene, troublesome: 0.709546567271
stable, third: 0.90522533695
personal, worse: 0.663258964712
sleeping, sufficiently: -0.096046783314
re-established, unambiguous: 0.0
shitty, subsequent: 0.537432518274
reaching, sore: 0.582605787112
happen, mentioned: 1.30716047545
absurd, deprived: 1.00008534817
exhausting, jurisdictional: 0.763793326174
impractical, spaced: 1.23271335402
terrifying, use: 0.090265277999
formally, marked: 0.863856346028
clever, laudable: 1.93356331453
mixed, stressful: 0.757698765537
concise, egotistical: 0.661043590952
imperative, stupid: 1.2042896461
felt, upright: 0.871894561347
intrusive, surprising: 1.23538646485
determined, flavorful: 0.758733547714
denser, principally: 0.71410249084
